AÑO;DISTRITO;BARRIO;Hombre Españoles 0 a 15 años;Hombre Españoles 16 a 64 años;Hombre Españoles 65 y más años;Hombre Españoles No consta;Mujeres Españolas 0 a 15 años;Mujeres Españolas 16 a 64 años;Mujeres Españolas 65 y más años;Mujeres Españolas No consta;Hombre Extranjero 0 a 15 años;Hombre Extranjero 16 a 64 años;Hombre Extranjero 65 y más años;Hombre Extranjero No consta;Mujeres Extranjera 0 a 15 años;Mujeres Extranjera 16 a 64 años;Mujeres Extranjera 65 y más años;Mujeres Extranjera No consta
2018;11. Carabanchel;11. Carabanchel;15.692;61.297;18.292;0;15.039;65.975;28.936;0;3.612;21.809;614;0;3.495;24.356;1.078;0
2018;11. Carabanchel;111. Comillas;1.054;5.397;1.940;0;989;5.809;3.253;0;274;1.838;63;0;251;2.028;105;0
2018;11. Carabanchel;112. Opañel;1.574;7.686;2.575;0;1.553;8.613;4.150;0;447;3.018;88;0;440;3.418;118;0
2018;11. Carabanchel;113. San Isidro;2.165;9.622;2.826;0;2.068;10.317;4.447;0;563;3.452;82;0;502;3.802;177;0
2018;11. Carabanchel;114. Vista Alegre;2.350;9.992;3.931;0;2.116;11.354;6.254;0;775;4.556;127;0;750;5.172;225;0
2018;11. Carabanchel;115. Puerta Bonita;2.031;8.313;2.353;0;2.058;8.588;3.822;0;589;3.449;87;0;584;3.887;171;0
2018;11. Carabanchel;116. Buenavista;4.378;12.932;2.614;0;4.173;13.327;3.709;0;522;2.665;87;0;496;2.957;150;0
2018;11. Carabanchel;117. Abrantes;2.140;7.355;2.053;0;2.082;7.967;3.301;0;442;2.831;80;0;472;3.092;132;0
2018;12. Usera;12. Usera;;;;;;;;;;;;;;;;
2018;12. Usera;12. Usera;8.664;33.151;8.908;0;8.395;35.647;14.022;0;2.419;13.858;344;0;2.260;14.644;579;0
2018;12. Usera;121. Orcasitas;1.822;6.394;1.679;0;1.797;6.608;2.657;0;176;800;27;0;146;1.003;63;0
2018;12. Usera;122. Orcasur;1.041;3.875;797;0;942;3.972;1.161;0;165;936;32;0;168;1.022;43;0
2018;12. Usera;123. San Fermín;1.758;6.020;1.330;0;1.728;6.358;1.917;0;353;1.920;60;0;367;2.066;124;0
2018;12. Usera;124. Almendrales;1.245;4.696;1.236;0;1.236;5.195;2.094;0;433;2.692;60;0;415;2.766;111;0
2018;12. Usera;125. Moscardó;1.259;5.672;1.823;0;1.205;6.258;2.992;0;529;3.316;73;0;496;3.392;112;0
2018;12. Usera;126. Zofío;729;3.243;964;0;696;3.577;1.461;0;276;1.533;27;0;256;1.600;49;0
2018;12. Usera;127. Pradolongo;810;3.251;1.079;0;791;3.679;1.740;0;487;2.661;65;0;412;2.795;77;0
2018;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;
2018;13. Puente de Vallecas;13. Puente de Vallecas;13.600;61.520;16.190;0;12.825;64.413;24.757;0;3.381;19.066;477;0;3.271;20.519;846;0
2018;13. Puente de Vallecas;131. Entrevías;2.226;9.342;2.541;0;2.038;9.303;4.020;0;459;2.449;59;0;419;2.546;114;0
2018;13. Puente de Vallecas;132. San Diego;2.303;9.666;2.148;0;2.147;10.190;3.463;0;1.027;5.696;117;0;968;5.977;197;0
2018;13. Puente de Vallecas;133. Palomeras Bajas;2.195;11.405;2.651;0;2.151;12.259;3.895;0;439;2.450;65;0;453;2.819;128;0
2018;13. Puente de Vallecas;134. Palomeras Sureste;2.624;12.140;3.153;0;2.539;12.573;4.516;0;433;2.183;76;0;378;2.425;122;0
2018;13. Puente de Vallecas;135. Portazgo;1.762;7.327;2.287;0;1.598;7.673;3.726;0;306;1.824;54;0;332;1.991;88;0
2018;13. Puente de Vallecas;136. Numancia;2.490;11.640;3.410;0;2.352;12.415;5.137;0;717;4.464;106;0;721;4.761;197;0
2018;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;
2018;14. Moratalaz;14. Moratalaz;5.013;24.650;9.513;0;4.860;26.694;14.806;0;587;3.638;184;0;598;4.751;319;0
2018;14. Moratalaz;141. Pavones;507;2.355;872;0;499;2.565;1.375;0;49;457;34;0;50;543;49;0
2018;14. Moratalaz;142. Horcajo;548;2.125;254;0;484;2.397;314;0;23;113;11;0;17;129;20;0
2018;14. Moratalaz;143. Marroquina;1.298;7.459;3.031;0;1.195;8.013;4.388;0;86;683;38;0;96;877;67;0
2018;14. Moratalaz;144. Media Legua;918;4.523;1.944;0;912;4.828;2.949;0;107;671;22;0;121;906;50;0
2018;14. Moratalaz;145. Fontarrón;907;4.226;1.604;0;907;4.452;2.687;0;189;973;36;0;177;1.285;76;0
2018;14. Moratalaz;146. Vinateros;835;3.962;1.808;0;863;4.439;3.093;0;133;741;43;0;137;1.011;57;0
2018;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;
2018;15. Ciudad Lineal;15. Ciudad Lineal;12.072;54.108;18.543;0;11.488;60.005;29.879;0;1.996;12.736;510;0;1.958;15.699;871;0
2018;15. Ciudad Lineal;151. Ventas;2.297;11.567;4.121;0;2.232;13.049;6.926;0;466;3.372;119;0;501;4.047;194;0
2018;15. Ciudad Lineal;152. Pueblo Nuevo;3.303;15.275;5.274;0;3.070;16.653;7.990;0;745;4.660;142;0;657;5.489;263;0
2018;15. Ciudad Lineal;153. Quintana;1.171;5.878;1.858;0;1.095;6.727;3.421;0;274;1.884;55;0;277;2.394;117;0
2018;15. Ciudad Lineal;154. Concepción;1.128;5.192;1.712;0;1.083;5.799;3.159;0;166;1.127;49;0;197;1.437;103;0
2018;15. Ciudad Lineal;155. San Pascual;1.073;4.569;1.825;0;978;5.177;2.900;0;96;557;32;0;103;744;53;0
2018;15. Ciudad Lineal;156. San Juan Bautista;855;3.362;1.076;0;874;3.587;1.606;0;122;484;23;0;103;591;41;0
2018;15. Ciudad Lineal;157. Colina;449;1.624;555;0;472;1.861;864;0;41;245;24;0;40;314;30;0
2018;15. Ciudad Lineal;158. Atalaya;116;361;123;0;114;456;225;0;13;50;4;0;9;76;8;0
2018;15. Ciudad Lineal;159. Costillares;1.680;6.280;1.999;0;1.570;6.696;2.788;0;73;357;62;0;71;607;62;0
2018;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;
2018;16. Hortaleza;16. Hortaleza;15.733;52.293;14.300;0;14.951;54.467;20.346;0;1.774;7.110;448;0;1.673;9.474;694;0
2018;16. Hortaleza;161. Palomas;642;1.889;463;0;588;1.991;532;0;97;213;14;0;67;320;23;0
2018;16. Hortaleza;162. Piovera;1.109;4.030;936;0;1.077;4.450;1.076;0;269;712;63;0;224;923;70;0
2018;16. Hortaleza;163. Canillas;2.287;10.624;4.357;0;2.083;11.290;6.240;0;302;1.378;80;0;258;1.800;139;0
2018;16. Hortaleza;164. Pinar del Rey;2.974;13.347;5.415;0;2.733;14.178;8.221;0;418;2.260;114;0;431;2.897;173;0
2018;16. Hortaleza;165. Apóstol Santiago;828;4.625;1.232;0;848;4.497;1.931;0;97;552;31;0;117;738;59;0
2018;16. Hortaleza;166. Valdefuentes;7.893;17.778;1.897;0;7.622;18.061;2.346;0;591;1.995;146;0;576;2.796;230;0
2018;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;
2018;17. Villaverde;17. Villaverde;10.439;37.128;10.137;0;9.756;39.164;14.947;0;2.549;13.022;363;0;2.447;13.748;616;0
2018;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;2.954;11.332;2.928;0;2.833;11.917;4.474;0;793;4.121;100;0;833;4.295;169;0
2018;17. Villaverde;172. San Cristóbal;1.179;3.365;664;0;1.061;3.527;1.176;0;479;2.473;61;0;461;2.344;107;0
2018;17. Villaverde;173. Butarque;2.265;5.371;689;0;2.097;5.721;930;0;272;1.063;44;0;223;1.267;83;0
2018;17. Villaverde;174. Los Rosales;2.358;9.562;2.607;0;2.216;10.050;3.537;0;602;3.117;90;0;521;3.312;135;0
2018;17. Villaverde;175. Ángeles;1.683;7.498;3.249;0;1.549;7.949;4.830;0;403;2.248;68;0;409;2.530;122;0
2018;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;
2018;18. Villa de Vallecas;18. Villa de Vallecas;10.110;32.363;5.816;0;9.350;33.488;7.956;0;1.196;5.800;225;0;1.158;6.641;409;0
2018;18. Villa de Vallecas;181. Casco Histórico de Vallecas;2.854;10.575;2.700;0;2.759;10.949;3.787;0;637;2.800;90;0;581;3.054;170;0
2018;18. Villa de Vallecas;182. Santa Eugenia;1.327;6.996;2.274;0;1.146;7.285;3.033;0;201;1.004;31;0;207;1.109;71;0
2018;18. Villa de Vallecas;183. Ensanche de Vallecas;5.929;14.792;842;0;5.445;15.254;1.136;0;358;1.996;104;0;370;2.478;168;0
2018;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;
2018;19. Vicálvaro;19. Vicálvaro;6.058;20.737;4.363;0;5.833;21.514;5.950;0;725;3.793;119;0;708;4.041;207;0
2018;19. Vicálvaro;191. Casco Histórico de Vicálvaro;2.141;8.418;2.999;0;2.018;8.435;4.212;0;583;3.004;75;0;573;3.080;128;0
2018;19. Vicálvaro;192. Valdebernardo;1.124;5.882;875;0;1.067;6.485;1.127;0;81;493;23;0;76;556;45;0
2018;19. Vicálvaro;193. Valderribas;2.507;5.604;453;0;2.470;5.843;578;0;51;234;18;0;47;315;30;0
2018;19. Vicálvaro;194. El Cañaveral;286;833;36;0;278;751;33;0;10;62;3;0;12;90;4;0
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;10.739;44.415;10.731;0;10.329;46.383;16.450;0;1.632;8.427;306;0;1.483;9.776;547;0
2018;20. San Blas-Canillejas;201. Simancas;1.847;7.534;1.557;0;1.805;7.887;2.702;0;372;2.191;72;0;318;2.285;127;0
2018;20. San Blas-Canillejas;202. Hellín;492;2.437;732;0;485;2.519;1.326;0;102;478;19;0;93;628;31;0
2018;20. San Blas-Canillejas;203. Amposta;552;2.232;545;0;517;2.304;1.049;0;124;641;14;0;121;746;29;0
2018;20. San Blas-Canillejas;204. Arcos;1.667;7.103;1.531;0;1.679;7.214;2.689;0;210;1.068;33;0;171;1.252;74;0
2018;20. San Blas-Canillejas;205. Rosas;2.477;10.002;1.953;0;2.379;10.639;2.458;0;131;652;37;0;151;862;52;0
2018;20. San Blas-Canillejas;206. Rejas;1.563;4.572;714;0;1.422;4.636;1.073;0;245;1.250;51;0;221;1.468;84;0
2018;20. San Blas-Canillejas;207. Canillejas;1.532;7.183;2.661;0;1.463;7.566;3.823;0;379;1.792;60;0;354;2.119;115;0
2018;20. San Blas-Canillejas;208. El Salvador;609;3.352;1.038;0;579;3.618;1.330;0;69;355;20;0;54;416;35;0
2018;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;
2018;21. Barajas;21. Barajas;4.359;13.789;3.756;0;3.994;14.142;4.917;0;350;1.801;94;0;339;2.281;188;0
2018;21. Barajas;211. Alameda de Osuna;1.708;5.085;2.196;0;1.440;5.331;2.819;0;76;437;31;0;78;550;69;0
2018;21. Barajas;212. Aeropuerto;112;538;111;0;111;424;166;0;33;177;4;0;22;196;6;0
2018;21. Barajas;213. Casco Histórico de Barajas;362;2.058;601;0;357;2.047;781;0;92;559;16;0;95;687;28;0
2018;21. Barajas;214. Timón;1.226;3.781;534;0;1.222;3.977;719;0;116;462;32;0;112;601;71;0
2018;21. Barajas;215. Corralejos;951;2.327;314;0;864;2.363;432;0;33;166;11;0;32;247;14;0
2019;01. Centro;01. Centro;;;;;;;;;;;;;;;;
2019;01. Centro;01. Centro;4.220;40.109;8.068;0;4.047;35.698;12.584;0;1.226;17.668;589;0;1.115;15.191;720;0
2019;01. Centro;011. Palacio;752;6.847;1.686;0;752;6.352;2.534;0;133;2.113;100;0;130;2.073;111;0
2019;01. Centro;012. Embajadores;1.425;12.874;2.280;0;1.363;11.637;3.688;0;562;7.452;174;0;459;5.111;213;0
2019;01. Centro;013. Cortes;304;3.008;712;0;276;2.701;982;0;72;1.219;64;0;84;1.291;74;0
2019;01. Centro;014. Justicia;570;5.486;1.011;0;561;4.601;1.641;0;131;2.018;75;0;137;1.888;89;0
2019;01. Centro;015. Universidad;971;9.754;1.877;0;918;8.675;3.055;0;269;3.688;133;0;237;3.681;168;0
2019;01. Centro;016. Sol;198;2.140;502;0;177;1.732;684;0;59;1.178;43;0;68;1.147;65;0
2019;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;
2019;02. Arganzuela;02. Arganzuela;8.663;43.826;11.649;0;8.428;46.801;18.237;0;767;6.818;275;0;712;7.632;433;0
2019;02. Arganzuela;021. Imperial;1.194;6.513;1.950;0;1.221;6.929;3.000;0;71;675;43;0;74;873;53;0
2019;02. Arganzuela;022. Acacias;1.747;10.058;3.553;0;1.685;11.380;5.107;0;146;1.187;50;0;109;1.294;79;0
2019;02. Arganzuela;023. Chopera;929;5.260;1.591;0;929;5.682;2.824;0;137;1.161;39;0;125;1.325;74;0
2019;02. Arganzuela;024. Legazpi;1.755;6.295;823;0;1.638;6.576;1.014;0;77;593;31;0;80;649;41;0
2019;02. Arganzuela;025. Delicias;1.805;8.085;1.811;0;1.744;8.501;2.882;0;183;1.418;50;0;171;1.639;85;0
2019;02. Arganzuela;026. Palos de Moguer;1.087;7.147;1.858;0;1.075;7.269;3.331;0;152;1.755;59;0;145;1.808;98;0
2019;02. Arganzuela;027. Atocha;146;468;63;0;136;464;79;0;1;29;3;0;8;44;3;0
2019;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;
2019;03. Retiro;03. Retiro;6.832;30.877;11.768;0;6.638;33.504;18.658;0;504;3.554;265;0;468;5.102;386;0
2019;03. Retiro;031. Pacífico;1.494;8.829;3.114;0;1.552;9.646;5.219;0;161;1.142;68;0;111;1.628;103;0
2019;03. Retiro;032. Adelfas;1.193;5.177;1.605;0;1.125;5.634;2.455;0;76;531;28;0;86;693;50;0
2019;03. Retiro;033. Estrella;1.479;5.811;2.909;0;1.408;6.177;4.170;0;58;356;23;0;43;561;55;0
2019;03. Retiro;034. Ibiza;1.199;5.302;1.860;0;1.163;5.948;3.339;0;120;989;79;0;143;1.324;92;0
2019;03. Retiro;035. Los Jerónimos;381;1.822;686;0;347;1.843;1.034;0;34;275;34;0;38;393;41;0
2019;03. Retiro;036. Niño Jesús;1.086;3.936;1.594;0;1.043;4.256;2.441;0;55;261;33;0;47;503;45;0
2019;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;
2019;04. Salamanca;04. Salamanca;7.317;35.576;12.290;0;7.179;40.587;21.119;0;858;7.935;564;0;793;11.024;774;0
2019;04. Salamanca;041. Recoletos;802;3.629;1.372;0;752;4.129;2.009;0;140;994;111;0;120;1.439;132;0
2019;04. Salamanca;042. Goya;1.391;7.037;2.453;0;1.318;8.313;4.256;0;203;1.611;125;0;173;2.412;187;0
2019;04. Salamanca;043. Fuente del Berro;979;5.221;1.780;0;1.040;6.024;3.163;0;132;981;62;0;105;1.384;92;0
2019;04. Salamanca;044. Guindalera;2.304;10.908;3.555;0;2.127;11.844;6.261;0;161;1.969;94;0;185;2.380;151;0
2019;04. Salamanca;045. Lista;978;4.922;1.719;0;1.045;5.787;3.077;0;128;1.205;77;0;102;1.730;94;0
2019;04. Salamanca;046. Castellana;863;3.859;1.411;0;897;4.490;2.353;0;94;1.175;95;0;108;1.679;118;0
2019;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;
2019;05. Chamartín;05. Chamartín;9.395;37.618;12.477;0;9.166;41.466;20.519;0;683;4.986;440;0;669;7.593;688;0
2019;05. Chamartín;051. El Viso;1.150;4.485;1.404;0;1.119;4.938;2.206;0;77;634;61;0;70;1.117;88;0
2019;05. Chamartín;052. Prosperidad;1.867;9.311;3.331;0;1.879;10.298;5.647;0;182;1.440;88;0;164;1.948;148;0
2019;05. Chamartín;053. Ciudad Jardín;1.066;4.708;1.524;0;997;5.259;2.694;0;111;845;52;0;113;1.168;81;0
2019;05. Chamartín;054. Hispanoamérica;2.167;8.199;2.815;0;2.181;9.050;4.672;0;135;801;97;0;118;1.245;162;0
2019;05. Chamartín;055. Nueva España;2.024;6.327;1.931;0;1.935;7.047;3.023;0;109;662;97;0;134;1.269;139;0
2019;05. Chamartín;056. Castilla;1.121;4.588;1.472;0;1.055;4.874;2.277;0;69;604;45;0;70;846;70;0
2019;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;
2019;06. Tetuán;06. Tetuán;7.627;40.149;10.656;0;7.325;43.147;18.298;0;1.720;12.120;480;0;1.621;15.846;860;0
2019;06. Tetuán;061. Bellas Vistas;1.398;6.954;1.882;0;1.336;7.538;3.168;0;388;2.737;102;0;347;3.426;189;0
2019;06. Tetuán;062. Cuatro Caminos;1.669;8.889;2.725;0;1.518;9.638;4.833;0;252;2.076;106;0;219;2.739;153;0
2019;06. Tetuán;063. Castillejos;859;5.258;1.743;0;805;5.690;2.923;0;138;1.141;78;0;155;1.629;122;0
2019;06. Tetuán;064. Almenara;1.150;6.140;1.534;0;1.158;6.396;2.613;0;193;1.407;46;0;187;1.797;117;0
2019;06. Tetuán;065. Valdeacederas;1.328;6.826;1.363;0;1.318;7.144;2.195;0;392;2.432;73;0;353;3.060;141;0
2019;06. Tetuán;066. Berruguete;1.223;6.082;1.409;0;1.190;6.741;2.566;0;357;2.327;75;0;360;3.195;138;0
2019;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;
2019;07. Chamberí;07. Chamberí;6.801;35.431;11.657;0;6.588;39.759;21.028;0;695;6.373;356;0;683;8.744;552;0
2019;07. Chamberí;071. Gaztambide;1.022;5.778;2.092;0;943;6.508;3.609;0;96;1.064;54;0;116;1.569;97;0
2019;07. Chamberí;072. Arapiles;1.159;6.345;1.983;0;1.075;6.924;3.690;0;129;1.206;62;0;108;1.489;90;0
2019;07. Chamberí;073. Trafalgar;1.147;6.387;1.870;0;1.075;7.296;3.228;0;130;1.419;76;0;125;1.779;96;0
2019;07. Chamberí;074. Almagro;1.002;4.814;1.640;0;992;5.363;2.879;0;129;993;89;0;115;1.409;121;0
2019;07. Chamberí;075. Ríos Rosas;1.404;6.968;2.194;0;1.411;7.898;4.058;0;155;1.206;50;0;150;1.625;97;0
2019;07. Chamberí;076. Vallehermoso;1.067;5.139;1.878;0;1.092;5.770;3.564;0;56;485;25;0;69;873;51;0
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;20.992;64.659;20.943;0;19.835;68.559;29.877;0;1.618;7.793;515;0;1.495;10.587;819;0
2019;08. Fuencarral-El Pardo;081. El Pardo;201;1.131;317;0;192;902;528;0;9;63;2;0;11;82;5;0
2019;08. Fuencarral-El Pardo;082. Fuentelarreina;287;803;349;0;277;901;488;0;10;53;9;0;10;155;14;0
2019;08. Fuencarral-El Pardo;083. Peñagrande;2.744;11.447;4.835;0;2.602;12.370;6.647;0;240;1.227;91;0;199;1.826;155;0
2019;08. Fuencarral-El Pardo;084. Pilar;2.243;11.193;5.009;0;2.051;11.855;7.944;0;330;2.080;108;0;338;2.613;206;0
2019;08. Fuencarral-El Pardo;085. La Paz;1.785;7.866;4.906;0;1.716;8.599;6.236;0;129;610;72;0;113;881;92;0
2019;08. Fuencarral-El Pardo;086. Valverde;6.987;17.056;2.777;0;6.588;18.064;4.417;0;713;2.828;143;0;614;3.630;225;0
2019;08. Fuencarral-El Pardo;087. Mirasierra;3.751;9.798;2.279;0;3.614;10.512;2.808;0;103;526;63;0;120;908;83;0
2019;08. Fuencarral-El Pardo;088. El Goloso;2.994;5.365;471;0;2.795;5.356;809;0;84;406;27;0;90;492;39;0
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;7.961;31.498;10.123;0;7.611;34.035;15.606;0;744;4.985;277;0;720;6.842;432;0
2019;09. Moncloa-Aravaca;091. Casa de Campo;591;3.677;1.144;0;574;3.760;2.015;0;42;561;43;0;50;564;45;0
2019;09. Moncloa-Aravaca;092. Argüelles;1.094;6.147;2.144;0;1.065;6.516;3.632;0;134;1.383;72;0;120;1.750;105;0
2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;951;4.207;1.580;0;992;4.424;2.419;0;61;584;34;0;40;821;62;0
2019;09. Moncloa-Aravaca;094. Valdezarza;1.754;7.507;2.863;0;1.580;8.257;4.515;0;217;1.354;49;0;215;1.693;87;0
2019;09. Moncloa-Aravaca;095. Valdemarín;843;1.778;317;0;798;2.034;417;0;49;166;10;0;55;369;20;0
2019;09. Moncloa-Aravaca;096. El Plantío;251;719;241;0;255;848;285;0;19;94;12;0;14;159;19;0
2019;09. Moncloa-Aravaca;097. Aravaca;2.477;7.463;1.834;0;2.347;8.196;2.323;0;222;843;57;0;226;1.486;94;0
2019;10. Latina;10. Latina;;;;;;;;;;;;;;;;
2019;10. Latina;10. Latina;12.105;57.114;22.322;0;11.514;60.348;34.160;0;2.708;16.361;598;0;2.618;19.360;946;0
2019;10. Latina;101. Los Cármenes;988;4.772;1.123;0;1.004;4.935;1.749;0;200;1.214;41;0;181;1.323;47;0
2019;10. Latina;102. Puerta del Ángel;1.970;10.123;3.048;0;1.802;10.767;5.166;0;478;3.607;118;0;449;4.285;169;0
2019;10. Latina;103. Lucero;1.872;8.941;2.994;0;1.744;9.356;4.744;0;432;2.710;107;0;414;3.107;155;0
2019;10. Latina;104. Aluche;2.971;14.457;7.619;0;2.886;15.496;11.409;0;830;4.592;156;0;851;5.433;267;0
2019;10. Latina;105. Campamento;981;4.373;1.789;0;959;4.608;2.611;0;277;1.554;55;0;256;2.022;94;0
2019;10. Latina;106. Cuatro Vientos;654;1.856;175;0;616;1.909;184;0;27;196;18;0;24;196;19;0
2019;10. Latina;107. Águilas;2.669;12.592;5.574;0;2.503;13.277;8.297;0;464;2.488;103;0;443;2.994;195;0
2019;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;
2019;11. Carabanchel;11. Carabanchel;14.989;61.077;17.806;0;14.460;65.625;28.365;0;3.681;22.379;668;0;3.612;24.799;1.172;0
2019;11. Carabanchel;111. Comillas;997;5.351;1.891;0;958;5.728;3.177;0;280;1.880;72;0;251;2.004;106;0
2019;11. Carabanchel;112. Opañel;1.560;7.643;2.485;0;1.475;8.590;4.065;0;475;3.130;92;0;472;3.537;132;0
2019;11. Carabanchel;113. San Isidro;2.085;9.550;2.781;0;1.989;10.214;4.373;0;557;3.522;89;0;530;3.857;181;0
2019;11. Carabanchel;114. Vista Alegre;2.232;9.855;3.844;0;2.057;11.199;6.167;0;763;4.607;139;0;770;5.205;244;0
2019;11. Carabanchel;115. Puerta Bonita;1.934;8.341;2.273;0;1.959;8.566;3.705;0;619;3.597;104;0;617;4.038;194;0
2019;11. Carabanchel;116. Buenavista;4.187;13.053;2.550;0;4.010;13.439;3.641;0;523;2.776;87;0;518;3.055;169;0
2019;11. Carabanchel;117. Abrantes;1.994;7.284;1.982;0;2.012;7.889;3.237;0;464;2.867;85;0;454;3.103;146;0
2019;12. Usera;12. Usera;;;;;;;;;;;;;;;;
2019;12. Usera;12. Usera;8.307;33.131;8.635;0;8.043;35.526;13.800;0;2.480;14.268;408;0;2.356;14.877;621;0
2019;12. Usera;121. Orcasitas;1.768;6.358;1.641;0;1.705;6.621;2.638;0;184;897;32;0;155;1.021;74;0
2019;12. Usera;122. Orcasur;988;3.858;780;0;916;3.926;1.121;0;165;1.018;33;0;180;1.102;54;0
2019;12. Usera;123. San Fermín;1.642;6.057;1.281;0;1.596;6.371;1.905;0;364;1.957;81;0;389;2.075;120;0
2019;12. Usera;124. Almendrales;1.250;4.827;1.224;0;1.235;5.361;2.048;0;440;2.718;84;0;423;2.780;126;0
2019;12. Usera;125. Moscardó;1.175;5.569;1.747;0;1.163;6.114;2.948;0;544;3.327;73;0;496;3.357;110;0
2019;12. Usera;126. Zofío;702;3.234;924;0;645;3.522;1.436;0;276;1.563;33;0;271;1.676;53;0
2019;12. Usera;127. Pradolongo;782;3.228;1.038;0;783;3.611;1.704;0;507;2.788;72;0;442;2.866;84;0
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;13.081;60.706;15.832;0;12.358;63.594;24.433;0;3.573;19.630;532;0;3.409;20.999;908;0
2019;13. Puente de Vallecas;131. Entrevías;2.155;9.246;2.458;0;1.953;9.237;3.896;0;458;2.549;59;0;446;2.650;132;0
2019;13. Puente de Vallecas;132. San Diego;2.204;9.541;2.068;0;2.078;10.047;3.388;0;1.045;5.802;133;0;993;6.071;204;0
2019;13. Puente de Vallecas;133. Palomeras Bajas;2.083;11.203;2.639;0;2.058;12.095;3.915;0;490;2.477;67;0;465;2.832;144;0
2019;13. Puente de Vallecas;134. Palomeras Sureste;2.513;11.999;3.097;0;2.425;12.506;4.496;0;429;2.317;73;0;410;2.524;133;0
2019;13. Puente de Vallecas;135. Portazgo;1.721;7.257;2.241;0;1.578;7.505;3.673;0;358;1.871;60;0;337;2.044;91;0
2019;13. Puente de Vallecas;136. Numancia;2.405;11.460;3.329;0;2.266;12.204;5.065;0;793;4.614;140;0;758;4.878;204;0
2019;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;
2019;14. Moratalaz;14. Moratalaz;4.814;24.129;9.285;0;4.669;26.241;14.642;0;583;3.673;178;0;636;4.624;336;0
2019;14. Moratalaz;141. Pavones;485;2.295;860;0;472;2.519;1.367;0;45;366;30;0;55;435;43;0
2019;14. Moratalaz;142. Horcajo;494;2.115;266;0;438;2.371;331;0;29;131;10;0;20;146;20;0
2019;14. Moratalaz;143. Marroquina;1.236;7.228;2.987;0;1.133;7.804;4.395;0;99;700;39;0;107;864;66;0
2019;14. Moratalaz;144. Media Legua;903;4.357;1.935;0;896;4.778;2.932;0;97;677;23;0;117;887;58;0
2019;14. Moratalaz;145. Fontarrón;881;4.197;1.516;0;905;4.390;2.599;0;186;1.022;39;0;189;1.282;84;0
2019;14. Moratalaz;146. Vinateros;815;3.937;1.721;0;825;4.379;3.018;0;127;777;37;0;148;1.010;65;0
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;11.536;53.351;18.146;0;11.110;59.046;29.573;0;2.012;12.921;547;0;1.945;15.659;970;0
2019;15. Ciudad Lineal;151. Ventas;2.239;11.436;3.991;0;2.161;12.849;6.798;0;497;3.438;120;0;506;4.152;224;0
2019;15. Ciudad Lineal;152. Pueblo Nuevo;3.125;15.108;5.119;0;2.970;16.478;7.941;0;741;4.684;154;0;677;5.443;291;0
2019;15. Ciudad Lineal;153. Quintana;1.096;5.793;1.797;0;1.063;6.582;3.324;0;275;1.908;61;0;276;2.316;129;0
2019;15. Ciudad Lineal;154. Concepción;1.080;5.069;1.702;0;1.034;5.686;3.102;0;154;1.143;57;0;178;1.408;113;0
2019;15. Ciudad Lineal;155. San Pascual;1.015;4.482;1.811;0;939;5.025;2.922;0;94;583;32;0;95;765;60;0
2019;15. Ciudad Lineal;156. San Juan Bautista;824;3.326;1.052;0;854;3.496;1.595;0;121;476;29;0;99;564;48;0
2019;15. Ciudad Lineal;157. Colina;423;1.566;546;0;454;1.814;863;0;39;257;26;0;37;313;29;0
2019;15. Ciudad Lineal;158. Atalaya;113;373;115;0;109;468;214;0;18;64;4;0;8;83;11;0
2019;15. Ciudad Lineal;159. Costillares;1.621;6.198;2.013;0;1.526;6.648;2.814;0;73;368;64;0;69;615;65;0
