AÑO;DISTRITO;BARRIO;Densidad (Habitantes/Ha.);Edad promedio;Edad mediana;Proporción de juventud;Proporción de envejecimiento;Proporción de sobreenvejecimiento;Índice de envejecimiento;Índice de juventud;Índice de dependencia;Índice de estructura de la población activa;Índice de Reemplazo de la población activa;Razón de progresividad demográfica;Proporción de extranjeros;Proporción de nacidos fuera de España;Proporción de inmigrantes extranjeros
2017;05. Chamartín;055. Nueva España;136,84;43,23;43,20;17,18;20,93;35,73;121,86;82,06;61,58;79,75;71,68;98,77;9,02;15,52;4,88
2017;05. Chamartín;056. Castilla;78,06;45,15;44,90;13,19;22,33;39,55;169,23;59,09;55,09;90,24;50,94;101,68;8,40;14,33;4,81
2017;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;
2017;06. Tetuán;06. Tetuán;290,19;44,17;42,76;12;19,57;39,33;163,17;61,28;46,13;95,78;54,91;112,93;18,05;28,50;14,25
2017;06. Tetuán;061. Bellas Vistas;402;43,46;42;12,28;18,55;36,56;151,03;66,21;44,57;98,88;57,23;113,01;21,93;34,94;18,17
2017;06. Tetuán;062. Cuatro Caminos;289,05;45,79;44,29;10,97;22,96;37,52;209,29;47,78;51,36;97,36;44,63;117,28;14,12;23;10,45
2017;06. Tetuán;063. Castillejos;288,97;46,64;45,10;9,92;23,96;37,84;241,53;41,40;51,24;98,12;40,65;121,09;14,69;22,98;10,53
2017;06. Tetuán;064. Almenara;224,35;44,74;43,61;12,31;20,25;46,89;164,43;60,81;48,29;90,69;61,90;110,57;13,31;22,89;10,37
2017;06. Tetuán;065. Valdeacederas;219,79;41,76;40,88;13,48;14,77;39,68;109,57;91,27;39,39;94,54;65,40;110,69;21,22;31,65;16,92
2017;06. Tetuán;066. Berruguete;405,36;42,66;41,64;12,97;16,80;39,51;129,52;77,21;42,37;94,33;65,74;106,98;22,80;35,02;18,79
2017;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;
2017;07. Chamberí;07. Chamberí;295,82;46,45;45,30;11,02;24,24;37,79;219,93;45,47;54,47;93,01;43,13;112,72;10,70;17,54;5,79
2017;07. Chamberí;071. Gaztambide;447,52;47,38;46,43;9,80;25,73;38,79;262,42;38,11;55,11;96,78;37,78;113,55;10,54;17,30;6,15
2017;07. Chamberí;072. Arapiles;420,85;46,24;44,62;10,82;24,04;37,20;222,23;45;53,49;98,20;42,47;118,75;10,67;17,85;5,79
2017;07. Chamberí;073. Trafalgar;400,78;45,40;43,67;10,63;21,18;37,07;199,12;50,22;46,65;95,28;37,48;118,90;12,44;19,94;6,26
2017;07. Chamberí;074. Almagro;211,09;46,16;45,67;11,82;23,96;37,18;202,65;49,35;55,73;87,99;51,29;110,06;12,81;20,44;6,86
2017;07. Chamberí;075. Ríos Rosas;277,31;45,89;44,54;11,61;23,38;38,05;201,37;49,66;53,81;94,32;41,10;117,71;10,63;17,73;5,90
2017;07. Chamberí;076. Vallehermoso;187,48;47,98;48,29;11,54;28;38,22;242,63;41,22;65,38;82,90;52,41;94,92;6,82;11,37;3,60
2017;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;
2017;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;10,21;42,74;42,80;17,89;20,68;29,66;115,59;86,51;62,77;78,27;60,15;95,99;7,92;13,59;5,11
2017;08. Fuencarral-El Pardo;081. El Pardo;0,18;47,66;46,88;11,78;26,24;46,53;222,85;44,87;61,34;78,95;43,90;108,59;3,44;6,60;2,11
2017;08. Fuencarral-El Pardo;082. Fuentelarreina;23,39;45,24;46,54;16,82;25,97;32,26;154,41;64,76;74,81;74,69;76,47;70,74;7,67;14,35;4,51
2017;08. Fuencarral-El Pardo;083. Peñagrande;153,82;46,17;47,11;13,15;25,04;27,11;190,46;52,50;61,78;76,87;44,63;97;7,36;12,73;4,90
2017;08. Fuencarral-El Pardo;084. Pilar;338,13;48,36;47,84;10,86;29,49;32,14;271,66;36,81;67,64;82,59;47,85;104,55;10,55;18;7,66
2017;08. Fuencarral-El Pardo;085. La Paz;156,78;48,62;50,99;10,89;30,74;20,39;282,28;35,43;71,32;82,26;29,95;108,43;4,80;9,19;2,82
2017;08. Fuencarral-El Pardo;086. Valverde;68,97;37,30;38,90;24,38;11,77;40,21;48,27;207,15;56,60;77,19;86,68;93,03;10,79;17,37;7,25
2017;08. Fuencarral-El Pardo;087. Mirasierra;45,84;38,97;40,44;21,55;14,42;22,23;66,93;149,42;56,19;76,51;102,93;95;4,83;9,31;2,04
2017;08. Fuencarral-El Pardo;088. El Goloso;6,78;32,86;36,49;33,28;8,19;50,61;24,61;406,33;70,84;71,85;187,81;92,17;5,02;8,50;2,13
2017;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;
2017;09. Moncloa-Aravaca;09. Moncloa-Aravaca;25,32;44,49;44,91;14,73;21,83;35,22;148,21;67,47;57,61;79,73;65,32;94,04;9,94;16,13;6,08
2017;09. Moncloa-Aravaca;091. Casa de Campo;7,39;48,13;49,09;10,29;24,91;45,18;242,20;41,29;54,32;72,71;49,53;122,63;8,03;13,09;4,27
2017;09. Moncloa-Aravaca;092. Argüelles;316,71;47,31;46,76;10,05;25,20;38,59;250,66;39,89;54,45;86,95;43,29;119,15;11,82;18,91;6,72
2017;09. Moncloa-Aravaca;093. Ciudad Universitaria;11,30;46,13;46,32;12,75;25,48;33,23;199,81;50,05;61,91;90,20;58,50;87,91;9,32;14,80;6,32
2017;09. Moncloa-Aravaca;094. Valdezarza;210,51;46,34;46,45;12,61;24,99;34,72;198,14;50,47;60,28;81,69;52,27;105,07;10,41;17,88;7,73
2017;09. Moncloa-Aravaca;095. Valdemarín;19,86;35,95;37,89;28,46;10,62;33,72;37,33;267,86;64,16;66,02;129,88;68,25;9,47;15,11;5,79
2017;09. Moncloa-Aravaca;096. El Plantío;7,71;41,90;43,51;19,93;19,67;25,61;98,71;101,31;65,55;72,95;66,47;67,51;8,09;14,23;4,67
2017;09. Moncloa-Aravaca;097. Aravaca;44,82;39,43;41,17;20,81;14,43;26,14;69,33;144,25;54,40;73,46;109,71;84,85;9,31;14,36;4,58
2017;10. Latina;10. Latina;;;;;;;;;;;;;;;
2017;10. Latina;10. Latina;92,73;46,47;46,47;12,54;25,04;35,42;199,67;50,08;60,22;77,95;61,52;94,70;14,48;22,96;10,47
2017;10. Latina;101. Los Cármenes;133,07;43,30;44,42;14,63;17,36;40,97;118,64;84,29;47,05;74;75,31;86,76;13,42;21,62;10
2017;10. Latina;102. Puerta del Ángel;301;45,20;44,31;11,96;20,95;43,51;175,14;57,10;49,06;85,46;55,74;102,48;18,11;28,48;13,92
2017;10. Latina;103. Lucero;211,36;45,73;45,87;12,84;22,99;42,12;179,06;55,85;55,83;80;71,02;93,35;15,55;25,10;11,99
2017;10. Latina;104. Aluche;231,46;48,44;48,49;11,46;30,15;30,76;263,03;38,02;71,29;79,12;57,78;94,20;15;23,52;10,43
2017;10. Latina;105. Campamento;20,65;45,90;45,63;12,96;24,01;36,23;185,24;53,98;58,64;82,05;51,13;100,90;17,04;25,72;11,99
2017;10. Latina;106. Cuatro Vientos;10,43;35,22;38,25;23,44;6,23;19,26;26,60;375,92;42,19;78,01;108,19;90,61;5,97;11,71;3,76
2017;10. Latina;107. Águilas;141,57;48;48,54;12,13;28,24;32,18;232,78;42,96;67,70;68,85;60,89;91,97;10,45;16,97;7,01
2017;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;
2017;11. Carabanchel;11. Carabanchel;176,69;43,47;43,38;15,01;19,60;37,78;130,58;76,58;52,91;79,11;71,09;89,60;17,80;28,06;13,60
2017;11. Carabanchel;111. Comillas;334,01;46,71;46,22;11,28;24,30;38,96;215,46;46,41;55,22;84,89;48,46;99,28;16,75;27,10;12,25
2017;11. Carabanchel;112. Opañel;293,44;44,97;44,50;12,35;21,09;39,95;170,81;58,54;50,24;84,70;61,45;105,70;19,53;30,83;15,58
2017;11. Carabanchel;113. San Isidro;202,99;43,87;43,62;13,59;19,48;38,70;143,39;69,74;49,42;83,53;65,78;100,37;18,71;29,18;14,07
2017;11. Carabanchel;114. Vista Alegre;283,21;45,59;45,26;12,64;23,35;35,95;184,71;54,14;56,22;83,08;59,44;99,27;20,36;32,33;16,32
2017;11. Carabanchel;115. Puerta Bonita;210,94;43,12;43;15,08;19,13;40,14;126,86;78,83;51,98;83,17;83,55;89,63;20,36;31,21;15,90
2017;11. Carabanchel;116. Buenavista;82,33;39,24;41,13;21,04;13,81;33,54;65,63;152,37;53,48;66,79;110,92;76,23;12,06;18,76;7,98
2017;11. Carabanchel;117. Abrantes;190,27;42,66;43,17;16,67;18,45;38,26;110,64;90,38;54,12;73,57;76,72;80,35;17,68;28,70;13,87
2017;12. Usera;12. Usera;;;;;;;;;;;;;;;
2017;12. Usera;12. Usera;176,12;42,33;42,39;15,86;17,41;41,32;109,75;91,12;49,85;80,80;83,55;91,48;20,58;30,53;17,49
2017;12. Usera;121. Orcasitas;166,29;43,29;44,04;17,93;19,66;44,56;109,64;91,20;60,23;62,33;77,33;76,78;7,25;11,96;5,05
2017;12. Usera;122. Orcasur;97,83;40,74;41,17;17,14;14,63;38,52;85,38;117,12;46,57;82,61;92,74;102,87;13,39;21,63;10,80
2017;12. Usera;123. San Fermín;157,31;39,99;41,17;18,98;14,53;33,57;76,55;130,63;50,40;75,82;112,38;74,72;17,49;27,20;13,96
2017;12. Usera;124. Almendrales;269;42,15;41,74;15,05;16,83;45,16;111,84;89,41;46,80;87,41;88,39;97,83;26,19;38,61;23,33
2017;12. Usera;125. Moscardó;283,08;44,11;43,36;13,04;19,44;42,20;149,14;67,05;48,11;86,47;65,09;105,65;25,74;37,25;22,25
2017;12. Usera;126. Zofío;176,96;43,28;43,24;13,99;18,24;41,07;130,38;76,70;47,55;83,86;83,36;103,55;22,27;34,50;17,95
2017;12. Usera;127. Pradolongo;157,29;42,27;41,52;14,63;17,51;41,29;119,71;83,53;47,37;93,32;77,63;102,78;31,93;43,29;29,19
2017;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;
2017;13. Puente de Vallecas;13. Puente de Vallecas;153,98;43,30;43,35;14,09;18,21;39,63;129,27;77,36;47,70;82,82;72,18;95,90;16,23;25,39;12,66
2017;13. Puente de Vallecas;131. Entrevías;56,91;43,90;44,12;14,60;19,98;41,82;136,82;73,09;52,85;82,16;73,77;92,38;13,89;20,85;10,26
2017;13. Puente de Vallecas;132. San Diego;376,37;41,18;40,70;15,04;14,95;41,30;99,36;100,65;42,84;92,79;81,58;104,28;26,32;40,08;22
2017;13. Puente de Vallecas;133. Palomeras Bajas;230,12;43,12;44,71;13,69;16,39;39,30;119,68;83,56;43,02;74,39;83,86;85,35;12,63;20,07;9,70
2017;13. Puente de Vallecas;134. Palomeras Sureste;135,50;43,59;43,98;14,11;18,46;38,21;130,82;76,44;48,31;78,74;66,99;93,31;10,53;17,30;7,42
2017;13. Puente de Vallecas;135. Portazgo;224,11;44,97;44,62;13,73;22,03;39,83;160,51;62,30;55,67;83,93;62,51;96,80;13,02;20,95;9,76
2017;13. Puente de Vallecas;136. Numancia;251,68;43,61;43,21;13,40;18,77;38,13;140;71,43;47,43;85,78;64,85;101,43;19,36;30,49;15,34
2017;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;
2017;14. Moratalaz;14. Moratalaz;154,45;47,38;48,63;12,14;26;38,71;214,26;46,67;61,65;71,55;64,68;90,90;8,42;15,19;5,46
2017;14. Moratalaz;141. Pavones;89,94;46,19;47,54;12,82;24,02;35,63;187,37;53,37;58,32;73,92;57,42;90,27;9,35;15,04;5,07
2017;14. Moratalaz;142. Horcajo;84,81;38,64;43,06;19,30;8,05;29,27;41,69;239,88;37,64;58,26;149,50;56,86;3,38;8,16;1,93
2017;14. Moratalaz;143. Marroquina;152,95;48,15;50,63;10,76;26,63;34,94;247,45;40,41;59,71;69,52;62,87;91,64;5,73;10,69;3,66
2017;14. Moratalaz;144. Media Legua;177,75;47,94;49,61;11,43;27,43;35,77;239,90;41,68;63,55;76,94;50,12;112,07;8,27;14,63;5,67
2017;14. Moratalaz;145. Fontarrón;175,23;47,43;47,20;12,75;26,70;45,41;209,37;47,76;65,14;75,86;66,03;90,14;12,45;22,54;8,54
2017;14. Moratalaz;146. Vinateros;283,13;49,43;49,35;11,43;30,61;43,21;267,65;37,36;72,54;70,37;63,03;90,60;10,30;18,46;6,62
2017;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;
2017;15. Ciudad Lineal;15. Ciudad Lineal;187,70;45,79;45,95;12,97;23,06;38,91;177,73;56,27;56,32;77,85;60,78;97,17;13,19;23,43;9,44
2017;15. Ciudad Lineal;151. Ventas;149,29;46,76;46,42;11,74;24,21;43,85;206,19;48,50;56,15;78,85;58,12;100,87;15,41;27,70;11,45
2017;15. Ciudad Lineal;152. Pueblo Nuevo;263,71;45,38;45,31;12,67;22,09;38,01;174,38;57,35;53,27;79,92;61,36;96,65;15,64;28,45;11,94
2017;15. Ciudad Lineal;153. Quintana;337,05;46,18;45,59;11,64;22,59;45,74;194,05;51,53;52,07;83,30;53,24;107,79;17,42;29,63;13,39
2017;15. Ciudad Lineal;154. Concepción;234,82;46,92;46,93;12,44;24,22;44,18;194,78;51,34;57,87;75,44;49,25;97,65;13,32;22,32;8,73
2017;15. Ciudad Lineal;155. San Pascual;171,63;47,20;48,37;12,52;25,97;33,23;207,34;48,23;62,58;72,99;47,59;90,46;7,77;13,68;4,79
2017;15. Ciudad Lineal;156. San Juan Bautista;123;43,93;44,88;15,70;21,24;33,62;135,30;73,91;58,58;75,04;83,71;95,27;8,72;14,05;4,78
2017;15. Ciudad Lineal;157. Colina;112,35;44,74;45,17;15,39;22,76;30,33;147,83;67,65;61,69;73,46;57,84;93,89;9,57;16,40;4,90
2017;15. Ciudad Lineal;158. Atalaya;63,28;43,50;45,19;18,03;22,54;29,01;125;80;68,27;71,43;85,54;107,41;10,10;16;4,83
2017;15. Ciudad Lineal;159. Costillares;154,28;43,70;45,36;16,24;21,39;27,69;131,75;75,90;60,32;73,34;83,05;89,13;4,99;10,29;2,53
2017;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;
2017;16. Hortaleza;16. Hortaleza;67,08;42,27;42,79;17,71;18,71;30,65;105,66;94,64;57,28;74,89;73,01;94,29;9,31;15,55;5,16
2017;16. Hortaleza;161. Palomas;59,64;39,65;42,28;21,27;14,56;19,06;68,46;146,08;55,83;63,73;106,98;69,23;8,92;13,82;2,92
2017;16. Hortaleza;162. Piovera;46,89;40,26;42,59;18,54;13,32;24,53;71,86;139,16;46,75;68,76;88,81;89,43;13,84;20,02;4,03
2017;16. Hortaleza;163. Canillas;161,06;47,12;47,99;12,35;26,15;30,19;211,64;47,25;62,60;73,26;50,73;93,44;8,49;13,78;4,80
2017;16. Hortaleza;164. Pinar del Rey;196,17;46,98;47,42;12,54;26,38;33,29;210,42;47,52;63,72;75,95;55,56;94,60;9,70;16,98;6,37
2017;16. Hortaleza;165. Apóstol Santiago;126,72;45,37;46,92;12,87;20,95;37,34;162,77;61,44;51,12;70,43;69,99;89;7,83;14,83;5,15
2017;16. Hortaleza;166. Valdefuentes;32,40;34,09;37,12;27,39;7,11;23;25,96;385,16;52,67;79,78;125,67;98,01;8,78;14,71;4,85
2017;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;
2017;17. Villaverde;17. Villaverde;72,09;42,11;42,47;16,80;17,79;38,02;105,87;94,46;52,90;78,86;87,22;87,04;18,03;28,31;14,06
2017;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;47,87;42,20;42,63;16,32;17,41;39,18;106,65;93,76;50,89;79,47;84,11;88,69;18,27;27,84;13,83
2017;17. Villaverde;172. San Cristóbal;143,17;39,05;38,30;19,25;13,74;52,44;71,38;140,09;49,25;100,58;123,23;105,73;30,21;48,46;26,89
2017;17. Villaverde;173. Butarque;28,65;35,49;38,32;25,16;8,58;24,74;34,12;293,11;50,93;72,99;113,32;74,05;13,33;21,08;9,19
2017;17. Villaverde;174. Los Rosales;239,98;42,09;43,27;15,89;16,75;32,04;105,40;94,88;48,45;74,27;99,24;83,17;17,90;27,86;13,71
2017;17. Villaverde;175. Ángeles;157,51;47,52;48;12,37;27,19;40,22;219,87;45,48;65,45;77,34;58,58;93,07;14,48;23,61;11,21
2017;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;
2017;18. Villa de Vallecas;18. Villa de Vallecas;20,92;38,57;39,06;19,45;12,36;29,57;63,58;157,28;46,65;91,50;79,69;111,42;11,26;17,18;6,74
2017;18. Villa de Vallecas;181. Casco Histórico de Vallecas;9,23;40,96;41,15;17,79;16,57;33,69;93,13;107,38;52,34;84,97;91,14;89,57;15,05;21,79;10,16
2017;18. Villa de Vallecas;182. Santa Eugenia;116,79;45,12;46,88;11,82;20,42;24,62;172,76;57,88;47,56;75,58;49,12;97,24;9,85;13,61;3,26
2017;18. Villa de Vallecas;183. Ensanche de Vallecas;68,78;32,73;36,30;25,20;4,05;28,16;16,06;622,78;41,34;107,76;122,58;127,90;8,60;14,97;5,57
2017;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;
2017;19. Vicálvaro;19. Vicálvaro;20,12;40,46;42,28;19,15;14,55;32,75;76;131,58;50,84;65,25;111,44;69,44;11,45;17,04;6,18
2017;19. Vicálvaro;191. Casco Histórico de Vicálvaro;15,91;44,11;43,78;15,02;22,04;35,59;146,70;68,17;58,87;83,07;82,35;85,63;18,85;25,66;9,92
2017;19. Vicálvaro;192. Valdebernardo;69,03;40,50;45,12;15,61;10,17;26,94;65,13;153,54;34,73;63,03;130,67;74,65;5,71;11,37;3,61
2017;19. Vicálvaro;193. Valderribas;282,66;33,94;40,36;30,28;5,30;22,01;17,50;571,55;55,21;40,14;180,23;53,25;3,26;6,57;1,75
2017;19. Vicálvaro;194. El Cañaveral;0,89;33,30;34,84;20,74;3,81;13,89;18,37;544,44;32,54;122,12;123,81;124,24;8,25;12,06;4,23
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;
2017;20. San Blas-Canillejas;20. San Blas-Canillejas;70,05;43,03;44,10;15,97;17,70;40,86;110,87;90,20;50,76;70,41;82,52;84,87;11,09;18,57;7,03
2017;20. San Blas-Canillejas;201. Simancas;119,67;42,56;42,81;15,87;16,41;46,70;103,42;96,69;47,67;75,85;74,59;81,61;15,26;25,35;10,21
2017;20. San Blas-Canillejas;202. Hellín;162,40;48,02;48,33;11,75;25,19;61,01;214,27;46,67;58,58;75,53;58,69;96,34;10,38;19,36;7,44
2017;20. San Blas-Canillejas;203. Amposta;225,42;44,23;44,10;14,94;20,36;53,44;136,25;73,40;54,56;84,17;72,60;89,51;14,16;25,66;10,71
2017;20. San Blas-Canillejas;204. Arcos;183,41;43,28;44,45;16,24;18,21;45,28;112,17;89,15;52,56;66,71;94,03;84,13;8,70;16,35;5,96
2017;20. San Blas-Canillejas;205. Rosas;33,95;40,78;45,02;19,01;13,11;27,48;68,97;144,98;47,30;54,13;124,79;71,57;4,82;8,75;2,44
2017;20. San Blas-Canillejas;206. Rejas;32,53;38,19;39,40;20,79;11,23;43,61;54,01;185,15;47,10;80,96;86,57;90,40;15,65;23,94;9,40
2017;20. San Blas-Canillejas;207. Canillejas;178,50;45,64;45,84;12,83;23,16;34,04;180,49;55,41;56,22;79,63;54,96;92,07;14,30;21,94;8,75
2017;20. San Blas-Canillejas;208. El Salvador;60,03;45,45;48,63;12,19;20,26;33,54;166,21;60,17;48,05;68,04;74,38;102,26;7,19;12,18;3,72
2017;21. Barajas;21. Barajas;;;;;;;;;;;;;;;
2017;21. Barajas;21. Barajas;11,41;41,48;42,38;18,46;17,62;24,30;95,46;104,76;56,46;73,15;77,84;95,46;8,86;14,99;4,72
2017;21. Barajas;211. Alameda de Osuna;98,69;44,46;45,36;16,99;24,96;17,51;146,91;68,07;72,27;68,15;65,86;89,79;5,37;10,84;2,41
2017;21. Barajas;212. Aeropuerto;0,61;41,85;41,77;15,11;15,44;44,40;102,21;97,83;43,98;84,59;73,56;97,83;19,34;28,54;13,82
2017;21. Barajas;213. Casco Histórico de Barajas;133,53;44,41;43,41;11,60;18,54;35,66;159,81;62,57;43,14;86,64;42,74;113,46;17,28;26,24;10,17
2017;21. Barajas;214. Timón;23,06;37,55;38,66;20,95;10,11;30,98;48,25;207,24;45,06;85,40;104,55;119,04;9,29;15,14;5,19
2017;21. Barajas;215. Corralejos;16,04;36,98;40,89;25,89;10,01;29,65;38,68;258,51;56;52,63;151;69,79;6,48;11,30;2,44
2017;01. Centro;01. Centro;;;;;;;;;;;;;;;
2020;01. Centro;01. Centro;257,99;44,03;42,11;8,28;16,05;34,41;193,76;51,61;32,15;98,32;35,99;114,55;22,86;31,56;12,54
2020;01. Centro;011. Palacio;155,95;45,72;44,51;8,31;18,85;32,86;226,71;44,11;37,30;83,03;32,89;104,50;17,57;25,11;7,95
2020;01. Centro;012. Embajadores;437,82;42,81;40,75;8,81;14,07;35,83;159,66;62,63;29,68;105,68;39,56;112,21;26,22;34,82;16,93
2020;01. Centro;013. Cortes;177,13;44,96;43,22;7,27;16,96;32,68;233,33;42,86;31,97;93,05;30,47;151,24;23,08;32,14;9,90
2020;01. Centro;014. Justicia;231,98;44,24;42,81;8,47;16,08;34,74;189,81;52,68;32,54;92,47;40,64;113,48;21,38;30,06;9,93
2020;01. Centro;015. Universidad;334,64;43,98;41,65;8,03;16,29;35,08;202,75;49,32;32,14;104,58;35,59;116,34;21,58;30,77;11,60
2020;01. Centro;016. Sol;164,77;44,61;42,69;6,98;17,05;31,57;244,34;40,93;31,63;99;27,34;119,21;27,37;37,73;13,70
2020;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;238,05;44,55;44,31;12,61;19,27;33,60;152,81;65,44;46,81;79,20;47,25;109,63;9,94;16,48;6,50
2020;02. Arganzuela;021. Imperial;235,26;46,11;46,61;11,85;21,56;34,70;181,91;54,97;50,17;71,61;48,02;109,82;7,05;11,88;3,84
2020;02. Arganzuela;022. Acacias;342,68;46,43;46,99;10,76;22,68;29,93;210,81;47,44;50,25;79,97;40,02;110,41;7,01;11,57;4,07
2020;02. Arganzuela;023. Chopera;352,12;46,36;45,03;10,77;22,83;39,26;211,98;47,17;50,60;87,38;40,39;135,58;13,33;23,24;10,03
2020;02. Arganzuela;024. Legazpi;138,94;38,19;40,23;19,65;8,66;24,74;44,07;226,91;39,49;71,32;79,69;100,31;7,08;11,94;4,12
2020;02. Arganzuela;025. Delicias;262,24;43,05;43,12;14,31;16,94;32,82;118,42;84,44;45,45;77,25;55;105,69;11,39;18,67;7,83
2020;02. Arganzuela;026. Palos de Moguer;397,89;45,78;44,47;9,81;20,65;37,10;210,63;47,48;43,80;89,04;35,44;109,13;14,89;23,72;10,09
2020;02. Arganzuela;027. Atocha;15,97;38,63;41,93;20,60;9,62;29,20;46,69;214,16;43,29;61,74;130,36;110;5,53;10,38;2,98
2020;03. Retiro;03. Retiro;;;;;;;;;;;;;;;
2020;03. Retiro;03. Retiro;218,39;47,04;47,49;12,55;25,76;33,91;205,27;48,72;62,09;75,35;43,89;101,14;7,76;13,05;4,31
2020;03. Retiro;031. Pacífico;442,74;47,52;48,03;10,63;24,96;35,41;234,76;42,60;55,28;77,78;38,74;105,27;8,81;14,98;5,39
2020;03. Retiro;032. Adelfas;288,30;44,98;45;13,62;21,28;30,44;156,28;63,99;53,62;75,13;44,63;100,76;7,05;11,48;4,33
2020;03. Retiro;033. Estrella;227,26;48,48;49,57;13,15;30,68;30,77;233,28;42,87;78,03;72,82;46,27;89,25;4,12;8,08;2,36
2020;03. Retiro;034. Ibiza;439,99;46,83;46,66;12,42;24,86;37,99;200,19;49,95;59,43;78,22;39,93;112,87;11,32;17,50;5,89
2020;03. Retiro;035. Los Jerónimos;36,92;47,99;48,80;12;26,35;38,87;219,53;45,55;62,23;67,40;39,43;118,60;10,29;17,30;4,22
2020;03. Retiro;036. Niño Jesús;238,51;46,16;47,26;14,96;26,39;32,01;176,43;56,68;70,50;73,39;61,63;92,76;5,66;10,06;2,72
2020;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;
2020;04. Salamanca;04. Salamanca;271,03;46,24;45,49;11,35;23,89;37,31;210,50;47,51;54,41;90,53;46,58;110,96;13,26;20,66;7,14
2020;04. Salamanca;041. Recoletos;180,20;45,85;45,98;11,91;22,98;33,50;192,90;51,84;53,58;84,33;45,54;124,95;16,80;24,88;7,98
2020;04. Salamanca;042. Goya;384,91;46,30;45,56;10,86;23,79;35,50;219,14;45,63;53,02;91,54;40,22;119,80;13,91;21,54;7,29
2020;04. Salamanca;043. Fuente del Berro;247,15;46,73;45,78;11,11;24,36;37,72;219,32;45,60;54,95;86,36;45,32;106,32;11,82;19,40;6,62
2020;04. Salamanca;044. Guindalera;259,60;46,66;46,01;11,51;24,36;41,29;211,63;47,25;55,93;86,66;51,97;101,96;10,63;17,20;6,34
2020;04. Salamanca;045. Lista;402,93;45,97;44,62;11,30;23,91;36,59;211,57;47,27;54,35;97,24;43,27;108,78;13,73;20,95;7,42
2020;04. Salamanca;046. Castellana;221,42;45,22;44,28;11,65;23,15;34,17;198,75;50,32;53,39;102,06;52,11;114,36;16,44;24,88;8,32
2020;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;
2020;05. Chamartín;05. Chamartín;158,97;45,39;45,18;13,82;23,28;35,76;168,50;59,35;58,97;83,21;50,48;107,74;9,46;16,13;5,49
2020;05. Chamartín;051. El Viso;101,23;44,40;44,36;14,19;21,64;36,07;152,55;65,55;55,85;87,41;61,61;112,77;11,02;18,18;6,20
2020;05. Chamartín;052. Prosperidad;352,39;46,70;46,23;11,24;24,94;32,40;221,82;45,08;56,70;86,74;39,10;117,16;10,34;17,25;6,46
2020;05. Chamartín;053. Ciudad Jardín;244,55;45,90;45,26;12,29;23,11;36,25;188;53,19;54,82;84,59;42,46;115,68;11,51;19,25;7,21
2020;05. Chamartín;054. Hispanoamérica;185,30;45,88;46,08;14,98;24,57;38,55;163,97;60,98;65,44;75,18;52,55;108,24;7,16;13,01;3,78
2020;05. Chamartín;055. Nueva España;137,74;43,28;43,33;17,22;20,89;35,38;121,26;82,47;61,58;79,91;69,21;97,46;9,13;15,69;4,88
2020;05. Chamartín;056. Castilla;78,10;45,14;44,91;13,52;22,59;37,76;167,13;59,83;56,53;89,89;48,55;97,47;8,49;14,70;4,82
2020;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;
2020;06. Tetuán;06. Tetuán;293,85;44,13;42,67;11,72;19,33;38,41;164,92;60,64;45,03;96,88;54,23;114,60;19,04;29,47;14,96
2020;06. Tetuán;061. Bellas Vistas;407,54;43,41;41,92;11,95;18,38;35,19;153,76;65,04;43,54;100,03;55,35;118,52;22,82;35,52;18,84
2020;06. Tetuán;062. Cuatro Caminos;292,04;45,70;44,09;10,74;22,65;36,72;210,87;47,42;50,14;98,69;46,19;116,16;14,90;23,63;11,01
