AÑO;DISTRITO;BARRIO;Andalucía Hombre;Andalucía Mujer;Aragón Hombre;Aragón Mujer;Principado de Asturias Hombre;Principado de Asturias Mujer;Islas Baleares Hombre;Islas Baleares Mujer;Canarias Hombre;Canarias Mujer;Cantabria Hombre;Cantabria Mujer;Castilla y León Hombre;Castilla y León Mujer;Castilla-La Mancha Hombre;Castilla-La Mancha Mujer;Cataluña Hombre;Cataluña Mujer;Extremadura Hombre;Extremadura Mujer;Galicia Hombre;Galicia Mujer;Comunidad de Madrid Hombre;Comunidad de Madrid Mujer;Región de Murcia Hombre;Región de Murcia Mujer;Comunidad Foral de Navarra Hombre;Comunidad Foral de Navarra Mujer;Comunitat Valenciana Hombre;Comunitat Valenciana Mujer;País Vasco Hombre;País Vasco Mujer;La Rioja Hombre;La Rioja Mujer;Ciudad Autónoma de Ceuta Hombre;Ciudad Autónoma de Ceuta Mujer;Ciudad Autónoma de Melilla Hombre;Ciudad Autónoma de Melilla Mujer;Otro país Hombre;Otro país Mujer;No consta Hombre;No consta Mujer
2020;08. Fuencarral-El Pardo;085. La Paz;725;862;187;206;168;218;19;17;43;58;116;150;1.679;2.148;816;1.032;155;179;360;470;351;446;9.064;9.523;149;119;49;59;165;189;190;232;62;78;10;15;24;25;695;949;0;0
2020;08. Fuencarral-El Pardo;086. Valverde;1.153;1.253;166;210;251;277;37;43;96;92;135;126;1.578;2.098;868;1.208;325;336;454;659;367;467;18.448;18.537;128;135;67;85;263;312;317;386;43;55;16;16;19;12;1.998;2.773;0;0
2020;08. Fuencarral-El Pardo;087. Mirasierra;621;698;153;170;155;182;28;20;47;54;104;104;908;1.090;480;570;259;304;206;275;274;313;10.524;10.659;79;107;85;104;194;189;295;338;28;40;11;13;16;22;630;926;1;2
2020;08. Fuencarral-El Pardo;088. El Goloso;432;381;64;71;97;102;19;16;34;28;45;47;417;516;225;285;142;141;128;157;145;158;6.266;6.163;50;51;34;34;107;100;145;140;13;17;5;2;6;6;331;397;0;0
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;2.204;2.568;435;515;586;762;88;100;183;227;349;427;3.915;5.576;2.124;2.969;617;671;945;1.426;1.144;1.400;31.581;32.965;334;329;161;236;628;713;814;1.038;126;178;49;62;70;69;3.347;4.955;0;0
2020;09. Moncloa-Aravaca;091. Casa de Campo;246;300;50;50;62;67;9;12;23;28;40;42;512;739;251;417;43;56;101;185;131;132;3.479;3.693;38;33;15;26;59;62;80;93;15;23;4;13;10;11;276;452;0;0
2020;09. Moncloa-Aravaca;092. Argüelles;598;666;106;146;164;229;22;31;46;57;87;125;839;1.184;530;701;144;157;226;325;302;367;5.221;5.722;94;114;43;67;184;230;156;198;34;42;23;19;27;25;746;1.103;0;0
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;352;330;90;95;73;131;15;11;35;36;46;57;625;868;303;456;87;117;148;205;196;221;4.050;4.398;63;48;22;39;102;104;134;154;26;35;5;6;9;14;408;570;0;0
2020;09. Moncloa-Aravaca;094. Valdezarza;432;617;74;90;101;113;11;18;24;30;70;71;1.177;1.793;656;906;80;86;305;450;196;276;7.640;7.945;43;59;25;32;110;97;83;126;23;39;9;13;8;11;1.084;1.470;0;0
2020;09. Moncloa-Aravaca;095. Valdemarín;93;115;25;26;36;52;11;9;15;16;25;27;121;136;46;64;61;56;18;34;69;74;2.104;2.138;15;10;12;22;36;37;75;91;3;6;2;1;3;0;154;261;0;0
2020;09. Moncloa-Aravaca;096. El Plantío;50;55;6;10;16;26;3;1;3;5;11;14;59;77;22;29;17;22;5;10;22;39;853;881;6;3;2;6;21;16;23;34;3;1;1;2;2;3;76;112;0;0
2020;09. Moncloa-Aravaca;097. Aravaca;433;485;84;98;134;144;17;18;37;55;70;91;582;779;316;396;185;177;142;217;228;291;8.234;8.188;75;62;42;44;116;167;263;342;22;32;5;8;11;5;603;987;0;0
2020;10. Latina;10. Latina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;10. Latina;10. Latina;3.690;4.717;420;445;578;837;100;90;198;224;266;348;8.800;12.025;6.353;8.434;585;636;3.254;4.752;1.332;1.746;55.802;57.441;329;432;121;170;670;670;485;622;143;167;77;91;130;139;10.071;13.587;1;3
2020;10. Latina;101. Los Cármenes;253;330;29;24;38;56;4;12;16;26;15;30;481;674;387;477;41;45;157;257;110;151;4.655;4.712;21;19;13;16;50;51;36;42;7;5;3;5;6;5;688;975;0;0
2020;10. Latina;102. Puerta del Ángel;627;794;99;87;136;201;23;20;52;44;68;79;1.158;1.695;851;1.237;124;116;391;620;260;355;9.159;9.647;81;108;24;45;140;140;115;143;31;36;14;17;17;26;2.104;2.807;0;0
2020;10. Latina;103. Lucero;467;636;53;60;81;113;13;10;25;22;32;45;1.146;1.550;886;1.180;62;92;377;587;194;247;8.666;8.897;38;45;25;14;90;100;56;76;19;23;9;12;16;13;1.736;2.247;0;1
2020;10. Latina;104. Aluche;998;1.340;93;119;152;244;19;18;30;59;82;98;3.058;4.224;2.015;2.668;159;157;1.022;1.485;386;505;14.234;14.751;72;90;25;48;151;176;128;156;38;55;10;16;30;36;2.875;3.887;1;1
2020;10. Latina;105. Campamento;376;448;63;59;44;47;22;9;32;34;20;25;718;977;482;585;55;68;353;445;135;152;3.977;4.068;58;64;14;14;83;58;43;55;16;21;24;22;29;31;815;1.146;0;0
2020;10. Latina;106. Cuatro Vientos;96;67;8;9;11;12;2;2;7;5;0;3;115;120;92;98;21;21;47;45;30;24;2.096;1.977;7;9;5;5;23;14;20;19;1;1;1;1;3;1;149;226;0;0
2020;10. Latina;107. Águilas;873;1.102;75;87;116;164;17;19;36;34;49;68;2.124;2.785;1.640;2.189;123;137;907;1.313;217;312;13.015;13.389;52;97;15;28;133;131;87;131;31;26;16;18;29;27;1.704;2.299;0;1
2020;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;3.361;4.361;311;424;512;712;74;74;176;169;214;281;6.763;9.523;6.091;8.473;555;577;3.028;4.448;979;1.246;57.711;59.813;307;346;91;121;543;617;468;543;97;147;57;76;91;97;13.162;17.461;3;2
2020;11. Carabanchel;111. Comillas;396;488;53;70;65;82;10;9;19;31;38;31;628;1.006;625;931;77;66;228;367;102;146;4.695;5.043;49;54;7;17;71;74;52;68;21;21;5;13;14;18;1.134;1.514;1;0
2020;11. Carabanchel;112. Opañel;456;548;54;68;93;121;16;5;27;23;30;37;949;1.371;837;1.133;69;64;383;593;159;194;6.740;7.367;45;60;12;22;72;88;68;68;12;29;10;15;6;9;1.840;2.425;0;0
2020;11. Carabanchel;113. San Isidro;548;692;43;76;82;131;11;15;28;27;36;49;1.033;1.524;873;1.211;89;106;464;602;161;228;8.701;9.074;50;45;16;22;96;115;77;101;13;32;12;17;10;19;2.106;2.692;2;0
2020;11. Carabanchel;114. Vista Alegre;586;812;49;81;81;128;8;12;26;23;29;53;1.387;1.981;1.242;1.829;95;105;624;963;158;224;8.888;9.325;47;65;14;20;79;92;71;83;15;20;10;9;25;22;2.684;3.824;0;0
2020;11. Carabanchel;115. Puerta Bonita;443;595;43;25;60;73;5;8;21;21;26;41;853;1.211;827;1.136;58;62;403;647;122;138;7.614;7.735;31;33;15;7;63;83;44;56;10;6;9;9;18;12;1.948;2.521;0;1
2020;11. Carabanchel;116. Buenavista;599;707;44;55;87;108;16;14;42;35;33;42;1.182;1.426;1.009;1.299;116;114;629;796;141;167;13.910;13.835;46;43;19;21;97;93;105;97;16;20;6;7;9;6;1.715;2.181;0;1
2020;11. Carabanchel;117. Abrantes;333;519;25;49;44;69;8;11;13;9;22;28;731;1.004;678;934;51;60;297;480;136;149;7.163;7.434;39;46;8;12;65;72;51;70;10;19;5;6;9;11;1.735;2.304;0;0
2020;12. Usera;12. Usera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;12. Usera;12. Usera;1.902;2.442;152;208;271;340;37;52;78;78;99;128;2.612;3.681;2.952;4.099;276;271;1.654;2.385;447;594;32.206;32.921;136;181;40;52;280;300;197;249;32;51;30;28;25;39;7.292;9.946;0;1
2020;12. Usera;121. Orcasitas;442;583;20;30;28;33;8;5;18;11;15;10;339;521;623;913;48;40;419;612;54;76;7.175;7.295;19;21;9;10;48;46;29;35;3;4;6;4;2;2;596;792;0;0
2020;12. Usera;122. Orcasur;229;306;8;14;19;29;5;10;6;7;7;11;194;271;319;384;33;33;152;235;34;49;3.979;3.857;16;26;6;5;25;32;16;14;4;2;1;5;1;6;639;765;0;0
2020;12. Usera;123. San Fermín;317;392;29;32;56;51;2;7;17;16;21;16;430;591;482;572;45;47;297;398;82;103;6.064;5.955;16;24;1;13;48;57;33;44;3;4;8;8;5;12;1.198;1.650;0;0
2020;12. Usera;124. Almendrales;268;318;25;30;55;55;7;9;11;12;15;18;428;629;387;599;44;40;197;294;73;101;4.165;4.251;26;34;5;7;43;46;38;46;6;12;4;3;4;3;1.340;1.922;0;0
2020;12. Usera;125. Moscardó;305;379;37;66;66;96;9;14;15;20;21;39;603;829;518;694;62;60;199;294;97;150;5.056;5.454;35;46;13;9;51;72;47;63;10;19;10;5;6;9;1.540;2.162;0;0
2020;12. Usera;126. Zofío;149;203;15;16;16;36;2;3;6;9;6;17;291;399;300;434;24;28;170;244;50;50;2.898;3.084;8;18;4;3;27;20;20;21;2;7;1;1;4;3;908;1.147;0;1
2020;12. Usera;127. Pradolongo;192;261;18;20;31;40;4;4;5;3;14;17;327;441;323;503;20;23;220;308;57;65;2.869;3.025;16;12;2;5;38;27;14;26;4;3;0;2;3;4;1.071;1.508;0;0
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;4.429;5.660;259;254;320;403;72;54;140;143;169;216;4.329;6.039;6.015;8.342;416;465;3.125;4.391;604;820;58.546;58.824;290;323;72;69;447;473;309;364;64;83;47;62;45;56;11.249;14.771;2;3
2020;13. Puente de Vallecas;131. Entrevías;900;1.254;27;20;31;35;8;9;16;14;22;18;450;624;849;1.253;36;58;539;771;58;70;9.577;9.200;35;59;6;10;53;61;23;33;4;7;7;7;8;4;1.404;1.766;1;0
2020;13. Puente de Vallecas;132. San Diego;601;683;44;46;70;77;13;12;23;18;41;53;643;871;855;1.181;96;86;336;451;102;133;7.882;7.911;45;48;18;19;98;89;62;66;7;17;7;7;9;8;2.991;3.910;0;0
2020;13. Puente de Vallecas;133. Palomeras Bajas;647;827;52;53;51;72;9;7;28;29;34;46;802;1.156;1.018;1.430;66;98;479;634;106;159;11.167;11.465;54;48;16;13;81;87;51;80;18;17;10;9;9;10;1.517;2.088;0;0
2020;13. Puente de Vallecas;134. Palomeras Sureste;996;1.276;49;46;68;61;16;5;25;33;23;24;746;1.038;1.351;1.744;75;78;775;1.052;113;156;11.947;12.030;46;50;13;8;66;78;62;61;15;14;8;5;7;11;1.485;1.913;0;1
2020;13. Puente de Vallecas;135. Portazgo;532;741;30;38;31;64;12;6;17;19;18;25;531;823;790;1.135;37;43;393;648;57;101;7.535;7.587;39;45;3;6;54;60;36;41;3;11;2;8;4;7;1.171;1.565;0;0
2020;13. Puente de Vallecas;136. Numancia;753;879;57;51;69;94;14;15;31;30;31;50;1.157;1.527;1.152;1.599;106;102;603;835;168;201;10.438;10.631;71;73;16;13;95;98;75;83;17;17;13;26;8;16;2.681;3.529;1;2
2020;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;1.620;2.202;194;270;188;302;40;28;72;78;116;164;2.965;4.295;2.669;3.762;282;313;1.117;1.608;453;560;25.753;27.446;158;174;59;87;293;364;252;312;66;85;39;31;33;49;2.961;4.300;4;1
2020;14. Moratalaz;141. Pavones;160;222;15;14;16;23;2;3;9;5;9;19;230;350;227;340;25;29;139;170;41;45;2.566;2.768;15;17;4;10;21;34;25;30;8;6;1;5;4;6;249;336;0;1
2020;14. Moratalaz;142. Horcajo;86;91;13;11;9;11;3;3;6;8;4;9;156;195;133;153;21;26;55;61;26;23;2.214;2.325;3;5;3;3;25;15;22;21;1;1;3;1;1;1;127;216;0;0
2020;14. Moratalaz;143. Marroquina;507;661;67;83;69;117;11;8;18;21;35;59;992;1.377;821;1.061;93;94;290;413;142;178;7.946;8.309;53;62;26;33;103;106;71;104;21;31;13;11;15;20;611;919;0;0
2020;14. Moratalaz;144. Media Legua;285;385;48;77;29;52;6;9;20;15;14;25;620;941;561;794;49;57;223;317;93;107;4.741;5.022;33;33;11;23;61;77;55;56;20;25;7;7;7;11;539;747;2;0
2020;14. Moratalaz;145. Fontarrón;289;365;23;32;27;50;9;1;9;19;23;22;456;601;426;646;39;62;200;302;59;83;4.196;4.537;30;27;2;4;42;69;32;42;10;10;8;4;4;4;843;1.136;2;0
2020;14. Moratalaz;146. Vinateros;293;478;28;53;38;49;9;4;10;10;31;30;511;831;501;768;55;45;210;345;92;124;4.090;4.485;24;30;13;14;41;63;47;59;6;12;7;3;2;7;592;946;0;0
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;3.693;4.771;637;778;715;906;121;127;226;266;465;589;6.758;9.956;4.681;6.819;829;888;1.773;2.757;1.442;1.861;50.260;53.580;506;564;182;285;767;948;851;1.078;161;242;47;92;75;107;10.243;14.542;5;2
2020;15. Ciudad Lineal;151. Ventas;692;983;107;124;127;185;22;19;32;41;70;97;1.611;2.418;1.187;1.744;124;125;425;709;237;327;10.312;10.990;67;84;42;54;137;148;118;143;28;48;6;18;11;25;2.654;3.884;0;0
2020;15. Ciudad Lineal;152. Pueblo Nuevo;916;1.203;89;112;126;177;26;23;39;44;83;101;2.051;2.830;1.571;2.150;157;134;631;920;272;367;13.602;13.965;90;114;23;31;132;164;139;149;27;26;10;20;15;13;3.803;5.036;1;1
2020;15. Ciudad Lineal;153. Quintana;415;531;62;85;77;85;9;11;26;23;39;66;688;1.103;472;807;73;100;179;291;150;185;5.052;5.576;53;57;17;18;84;119;72;90;15;34;4;7;5;12;1.366;2.028;0;1
2020;15. Ciudad Lineal;154. Concepción;378;539;65;82;93;106;13;12;29;32;54;68;571;998;483;723;69;108;159;263;146;200;4.808;5.176;50;51;16;26;87;118;73;140;21;31;3;19;13;22;846;1.286;0;0
2020;15. Ciudad Lineal;155. San Pascual;349;434;55;82;72;78;7;17;16;25;49;64;645;970;379;586;84;102;142;201;117;162;4.798;5.361;51;56;22;35;61;97;87;115;25;38;5;8;6;9;530;722;1;0
2020;15. Ciudad Lineal;156. San Juan Bautista;240;265;56;68;52;89;13;12;22;24;45;61;380;533;202;296;98;91;69;117;89;112;3.406;3.619;35;33;23;45;75;77;95;121;14;20;7;5;7;5;328;445;0;0
2020;15. Ciudad Lineal;157. Colina;135;149;30;42;35;41;4;1;8;20;18;13;201;290;92;127;52;47;28;73;53;68;1.569;1.833;29;34;10;19;42;41;60;60;4;8;1;1;2;3;195;302;1;0
2020;15. Ciudad Lineal;158. Atalaya;32;44;7;15;4;8;4;2;4;5;6;5;32;45;22;39;15;15;11;13;7;17;381;475;3;6;3;7;9;10;11;32;1;4;1;0;1;2;42;68;0;0
2020;15. Ciudad Lineal;159. Costillares;536;623;166;168;129;137;23;30;50;52;101;114;579;769;273;347;157;166;129;170;371;423;6.332;6.585;128;129;26;50;140;174;196;228;26;33;10;14;15;16;479;771;2;0
2020;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;3.613;4.228;661;731;671;779;115;85;269;282;403;463;5.796;7.456;3.540;4.560;913;892;1.593;2.318;1.432;1.621;53.345;54.186;503;484;222;262;849;811;972;1.070;141;203;60;59;71;76;5.694;7.741;1;2
2020;16. Hortaleza;161. Palomas;126;150;47;49;40;33;5;6;11;14;29;24;144;164;77;94;61;71;36;29;66;66;2.087;2.006;14;17;9;13;39;43;60;70;13;11;1;2;3;3;148;236;0;0
2020;16. Hortaleza;162. Piovera;261;295;74;80;66;73;18;10;22;31;33;43;361;382;187;228;118;111;67;80;107;115;4.034;4.125;38;46;28;41;97;95;146;141;21;26;5;6;12;13;434;654;0;0
2020;16. Hortaleza;163. Canillas;739;893;117;141;125;171;13;10;44;42;59;92;1.643;2.159;1.092;1.420;129;144;371;658;267;321;11.151;11.558;76;93;56;51;169;141;135;177;28;46;6;15;11;13;1.084;1.451;0;1
2020;16. Hortaleza;164. Pinar del Rey;1.019;1.332;133;161;137;204;26;12;53;70;98;107;1.880;2.605;1.202;1.682;175;177;613;920;293;391;13.799;14.408;89;110;34;55;180;162;193;195;28;44;20;21;22;26;1.802;2.567;1;1
2020;16. Hortaleza;165. Apóstol Santiago;413;395;43;57;55;52;11;11;29;21;32;40;353;507;281;354;52;60;155;226;212;199;4.270;4.513;111;60;10;20;64;71;42;51;9;14;9;6;9;7;522;669;0;0
2020;16. Hortaleza;166. Valdefuentes;1.055;1.163;247;243;248;246;42;36;110;104;152;157;1.415;1.639;701;782;378;329;351;405;487;529;18.004;17.576;175;158;85;82;300;299;396;436;42;62;19;9;14;14;1.704;2.164;0;0
2020;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;17. Villaverde;17. Villaverde;2.101;2.703;119;170;200;248;35;34;69;60;76;130;2.750;3.644;4.704;6.013;268;261;2.421;3.254;485;589;34.584;34.553;155;168;43;50;254;289;213;214;34;39;32;32;38;44;8.342;10.497;1;1
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;599;761;29;42;60;66;11;7;19;23;26;43;661;885;1.660;2.169;86;72;753;1.119;123;141;10.452;10.490;47;35;11;15;60;77;72;66;6;15;11;10;6;11;2.436;3.053;1;0
2020;17. Villaverde;172. San Cristóbal;127;157;6;9;12;12;2;3;8;5;4;11;177;255;232;342;17;21;122;171;21;42;2.770;2.726;19;25;2;1;26;30;11;15;4;3;1;1;3;1;1.612;1.879;0;0
2020;17. Villaverde;173. Butarque;241;258;20;26;30;39;4;9;14;8;6;13;325;400;404;472;32;32;237;287;58;68;5.643;5.539;18;26;6;3;31;35;29;28;6;3;4;3;3;1;800;1.081;0;0
2020;17. Villaverde;174. Los Rosales;555;699;28;35;55;67;9;5;13;16;21;28;795;997;1.264;1.536;57;74;686;831;145;161;8.722;8.627;32;39;9;14;68;69;59;64;6;10;7;10;14;19;1.996;2.531;0;0
2020;17. Villaverde;175. Ángeles;579;828;36;58;43;64;9;10;15;8;19;35;792;1.107;1.144;1.494;76;62;623;846;138;177;6.997;7.171;39;43;15;17;69;78;42;41;12;8;9;8;12;12;1.498;1.953;0;1
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;1.713;1.966;160;168;247;243;46;43;90;96;104;108;1.882;2.490;2.356;2.973;287;319;1.221;1.601;376;450;34.350;33.625;117;139;34;52;284;340;231;262;45;38;27;21;24;30;3.650;4.685;0;0
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;645;769;35;42;58;47;12;18;29;29;26;30;612;807;1.059;1.335;73;82;598;820;77;118;11.162;11.198;32;28;5;12;67;99;51;46;11;10;10;5;5;9;1.612;2.031;0;0
2020;18. Villa de Vallecas;182. Santa Eugenia;398;555;51;54;51;64;7;5;11;13;25;30;580;810;673;869;73;77;313;444;104;130;7.485;7.368;31;52;8;15;65;65;36;68;5;9;4;7;13;11;562;677;0;0
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;670;642;74;72;138;132;27;20;50;54;53;48;690;873;624;769;141;160;310;337;195;202;15.703;15.059;54;59;21;25;152;176;144;148;29;19;13;9;6;10;1.476;1.977;0;0
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;1.150;1.304;86;93;138;168;26;22;45;44;52;69;1.731;2.179;1.959;2.433;154;199;953;1.261;235;340;21.375;21.253;99;86;42;40;124;161;162;157;28;18;9;18;15;25;2.250;2.882;0;0
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;643;777;32;33;59;66;7;11;20;19;14;25;794;1.086;1.190;1.534;57;70;619;837;103;169;8.211;7.912;39;39;14;22;50;69;52;48;8;11;2;9;5;8;1.460;1.809;0;0
2020;19. Vicálvaro;192. Valdebernardo;272;287;32;33;35;46;7;4;15;15;28;26;535;682;433;524;49;61;192;234;56;77;5.645;5.848;24;17;19;11;38;40;46;49;14;2;5;4;6;10;460;677;0;0
2020;19. Vicálvaro;193. Valderribas;212;224;19;26;43;52;10;7;8;10;10;18;382;388;309;351;45;59;125;180;67;87;6.941;6.951;35;28;7;6;32;51;60;57;6;5;2;5;4;7;296;368;0;0
2020;19. Vicálvaro;194. El Cañaveral;23;16;3;1;1;4;2;0;2;0;0;0;20;23;27;24;3;9;17;10;9;7;578;542;1;2;2;1;4;1;4;3;0;0;0;0;0;0;34;28;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;2.633;3.389;349;377;386;454;62;55;153;142;195;237;3.928;5.326;3.361;4.590;463;483;1.503;2.205;679;818;44.721;45.338;226;289;102;116;466;482;409;446;88;118;40;42;41;55;5.982;7.981;1;2
2020;20. San Blas-Canillejas;201. Simancas;450;540;74;69;74;76;13;16;28;22;47;53;590;804;507;703;79;87;223;304;114;140;7.007;7.423;35;41;16;20;99;93;85;87;12;14;9;4;8;8;1.383;1.856;0;0
2020;20. San Blas-Canillejas;202. Hellín;139;221;12;15;13;11;1;3;7;8;8;7;168;285;197;350;10;18;83;150;27;36;2.563;2.620;6;16;3;5;15;26;9;13;2;5;1;3;1;4;415;534;0;0
2020;20. San Blas-Canillejas;203. Amposta;113;195;8;11;6;14;2;1;8;0;4;4;105;212;151;230;14;14;87;129;28;30;2.308;2.272;15;16;5;3;16;17;9;11;3;2;1;3;0;1;465;684;0;0
2020;20. San Blas-Canillejas;204. Arcos;369;573;30;21;34;56;5;4;14;12;25;18;441;655;444;662;48;50;272;438;63;79;7.396;7.654;31;42;8;12;58;62;50;38;11;10;4;7;4;6;930;1.219;0;0
2020;20. San Blas-Canillejas;205. Rosas;480;611;83;103;82;92;7;11;20;31;35;42;1.003;1.190;743;891;103;124;267;384;140;159;10.604;10.682;37;58;21;29;96;100;93;99;20;27;10;5;7;7;627;823;0;1
2020;20. San Blas-Canillejas;206. Rejas;327;351;54;40;58;77;15;7;31;24;28;35;332;431;273;345;80;73;103;128;117;132;4.462;4.260;32;34;10;10;65;58;52;72;14;10;5;6;3;4;737;902;0;0
2020;20. San Blas-Canillejas;207. Canillejas;562;684;45;58;69;86;13;9;27;26;23;48;923;1.265;806;1.086;76;61;394;554;127;155;6.981;6.970;53;55;23;15;71;68;51;61;13;24;7;9;13;18;1.147;1.584;1;1
2020;20. San Blas-Canillejas;208. El Salvador;193;214;43;60;50;42;6;4;18;19;25;30;366;484;240;323;53;56;74;118;63;87;3.400;3.457;17;27;16;22;46;58;60;65;13;26;3;5;5;7;278;379;0;0
2020;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;21. Barajas;21. Barajas;1.043;1.145;158;214;196;219;52;45;95;99;111;133;1.205;1.397;899;1.055;264;271;398;530;342;411;14.689;14.506;99;109;55;64;214;227;267;280;36;43;23;10;25;19;1.444;1.973;0;0
2020;21. Barajas;211. Alameda de Osuna;378;461;98;124;80;90;14;15;38;44;54;63;544;688;367;455;124;158;124;171;152;189;6.086;5.997;48;52;25;37;100;120;146;139;21;28;11;4;16;12;485;664;0;0
2020;21. Barajas;212. Aeropuerto;52;48;2;3;6;7;3;0;3;0;2;1;58;60;56;65;4;2;34;34;17;15;424;346;0;3;0;0;4;1;7;7;0;0;0;0;0;0;90;120;0;0
2020;21. Barajas;213. Casco Histórico de Barajas;198;204;16;17;29;32;9;5;12;15;23;12;175;145;178;212;29;25;106;142;48;53;1.803;1.783;9;11;2;3;12;25;14;19;3;2;2;0;3;0;348;453;0;0
2020;21. Barajas;214. Timón;271;261;21;30;51;42;11;14;25;18;17;32;275;317;191;219;57;41;99;133;69;96;3.814;3.926;21;25;15;11;41;32;54;50;3;5;6;5;3;5;349;503;0;0
2020;21. Barajas;215. Corralejos;144;171;21;40;30;48;15;11;17;22;15;25;153;187;107;104;50;45;35;50;56;58;2.562;2.454;21;18;13;13;57;49;46;65;9;8;4;1;3;2;172;233;0;0
2018;01. Centro;01. Centro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;01. Centro;01. Centro;3.736;3.164;622;660;1.024;1.056;109;95;334;255;494;453;4.079;4.963;2.767;3.140;1.082;905;1.209;1.418;1.669;1.805;25.256;25.223;539;433;298;325;1.271;1.098;1.185;1.113;198;234;57;42;52;46;6.885;7.087;5;1
2018;01. Centro;011. Palacio;595;516;91;121;171;180;21;24;56;41;86;86;713;868;459;603;186;165;201;234;257;303;5.059;5.053;82;63;50;59;205;183;187;193;30;37;12;3;9;5;967;1.045;1;0
2018;01. Centro;012. Embajadores;1.173;1.012;167;190;293;297;36;30;99;81;148;118;1.201;1.508;955;1.106;314;263;395;499;472;495;8.023;8.261;158;150;94;89;382;344;316;322;54;76;13;18;17;12;2.375;2.288;1;0
2018;01. Centro;013. Cortes;268;246;63;47;68;94;8;6;28;21;28;40;283;339;231;214;115;83;90;95;149;141;1.938;1.879;46;31;26;26;100;88;80;84;20;21;3;5;1;2;533;607;0;0
2018;01. Centro;014. Justicia;578;473;100;103;150;149;14;16;50;31;72;73;516;608;326;324;170;139;170;150;265;249;3.238;3.170;68;50;45;51;179;152;220;210;31;23;6;5;9;7;866;921;2;0
2018;01. Centro;015. Universidad;920;750;171;155;286;278;27;16;81;65;130;118;1.123;1.369;638;752;245;214;297;364;425;515;5.783;5.809;158;116;74;80;336;275;310;234;54;64;23;10;14;15;1.686;1.823;1;1
2018;01. Centro;016. Sol;202;167;30;44;56;58;3;3;20;16;30;18;243;271;158;141;52;41;56;76;101;102;1.215;1.051;27;23;9;20;69;56;72;70;9;13;0;1;2;5;458;403;0;0
2018;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;02. Arganzuela;02. Arganzuela;3.333;3.632;611;719;761;905;74;90;229;211;335;374;5.361;7.692;4.627;6.050;735;742;1.733;2.368;1.200;1.548;38.302;40.672;415;469;225;283;895;924;787;935;168;248;78;83;89;89;4.901;6.394;2;3
2018;02. Arganzuela;021. Imperial;481;569;89;97;111;124;12;13;42;52;44;53;886;1.285;611;825;127;110;282;350;189;237;5.996;6.384;62;70;27;43;131;143;113;141;31;54;30;30;32;31;515;722;2;1
2018;02. Arganzuela;022. Acacias;772;848;134;175;170;222;14;23;39;45;96;94;1.465;2.186;1.208;1.564;167;169;399;555;280;369;9.533;10.426;95;110;52;70;207;226;203;210;41;60;16;12;12;9;798;1.097;0;1
