AÑO;DISTRITO;BARRIO;A Agricultura, ganadería, silvicultura y pesca;B Industrias extractivas;C Industria manufacturera;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;F Construcción;"G Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";H Transporte y almacenamiento;I Hostelería;J Información y comunicaciones;K Actividades financieras y de seguros;L Actividades inmobiliarias;M Actividades profesionales, científicas y técnicas;N Actividades administrativas y servicios auxiliares;"O Administración Pública y defensa; Seguridad Social obligatoria";P Educación;Q Actividades sanitarias y de servicios sociales;R Actividades artísticas, recreativas y de entretenimiento;S Otros servicios;T Actividades empleos de personal doméstico y/o productora de servicios;U Actividades de organizaciones y organismos extraterritoriales;Z No consta
2019;04. Salamanca;042. Goya;16;16;393;53;22;256;1.450;337;571;988;852;232;2.013;831;449;888;1.051;241;279;623;11;3
2019;04. Salamanca;043. Fuente del Berro;7;3;287;27;17;252;1.090;279;450;936;479;120;1.276;717;399;707;851;173;244;386;5;5
2019;04. Salamanca;044. Guindalera;16;15;572;72;61;452;1.976;570;774;1.829;1.091;234;2.613;1.262;740;1.536;1.430;351;468;789;28;2
2019;04. Salamanca;045. Lista;6;1;275;44;18;195;1.021;198;367;727;579;172;1.576;544;278;556;671;167;207;447;10;2
2019;04. Salamanca;046. Castellana;33;2;144;34;7;174;700;101;200;418;655;226;1.318;373;164;367;353;94;213;591;12;0
2019;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;;;;;;;
2019;05. Chamartín;05. Chamartín;92;53;1.884;342;116;1.609;6.879;1.660;2.280;5.576;4.742;1.237;10.921;4.211;2.106;4.576;4.273;1.090;1.486;3.076;71;11
2019;05. Chamartín;051. El Viso;33;8;150;33;8;208;728;120;165;466;693;265;1.580;461;165;424;340;112;177;661;4;3
2019;05. Chamartín;052. Prosperidad;11;12;541;82;29;408;1.816;505;794;1.637;972;202;2.277;1.178;666;1.286;1.267;277;403;690;18;1
2019;05. Chamartín;053. Ciudad Jardín;10;2;267;37;21;204;914;271;448;751;464;100;1.239;640;302;648;611;172;200;376;8;3
2019;05. Chamartín;054. Hispanoamérica;12;11;400;77;30;348;1.513;288;361;1.134;1.092;262;2.469;789;443;924;860;226;317;568;14;2
2019;05. Chamartín;055. Nueva España;22;16;297;69;14;279;1.136;242;286;853;1.005;275;2.133;615;265;705;622;188;220;541;16;1
2019;05. Chamartín;056. Castilla;4;4;229;44;14;162;772;234;226;735;516;133;1.223;528;265;589;573;115;169;240;11;1
2019;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;;;;;;;
2019;06. Tetuán;06. Tetuán;41;31;1.981;181;216;2.368;8.086;2.449;6.599;5.923;2.766;839;7.666;6.450;2.320;4.222;5.119;1.162;1.947;5.820;71;39
2019;06. Tetuán;061. Bellas Vistas;6;5;306;25;31;415;1.338;425;1.580;935;378;124;1.236;1.157;399;822;993;237;436;1.342;15;11
2019;06. Tetuán;062. Cuatro Caminos;8;10;422;67;41;394;1.666;423;1.048;1.384;876;262;2.237;1.114;603;956;1.072;254;361;1.014;13;4
2019;06. Tetuán;063. Castillejos;5;8;244;33;29;244;949;247;590;870;542;167;1.385;671;316;518;657;137;204;499;8;3
2019;06. Tetuán;064. Almenara;8;0;320;21;29;331;1.254;435;798;800;299;89;867;1.146;308;524;733;149;298;666;10;6
2019;06. Tetuán;065. Valdeacederas;6;4;384;16;42;518;1.527;511;1.295;1.062;326;95;1.006;1.247;346;688;826;197;329;1.127;10;7
2019;06. Tetuán;066. Berruguete;8;4;305;19;44;466;1.352;408;1.288;872;345;102;935;1.115;348;714;838;188;319;1.172;15;8
2019;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;;;;;;;
2019;07. Chamberí;07. Chamberí;76;41;1.666;243;167;1.340;6.144;1.275;2.611;5.371;3.644;1.090;10.305;4.029;2.407;4.828;4.896;1.114;1.557;3.177;62;8
2019;07. Chamberí;071. Gaztambide;12;4;236;37;24;215;994;206;455;872;473;138;1.450;579;427;878;1.018;194;224;511;7;0
2019;07. Chamberí;072. Arapiles;9;9;308;35;32;251;1.083;252;516;997;569;146;1.684;783;492;928;886;210;250;484;10;1
2019;07. Chamberí;073. Trafalgar;6;5;337;34;27;243;1.226;264;586;1.131;643;178;1.965;760;456;911;854;235;305;474;11;1
2019;07. Chamberí;074. Almagro;27;10;205;30;12;206;778;144;333;602;669;268;1.652;540;209;520;462;151;265;681;6;2
2019;07. Chamberí;075. Ríos Rosas;7;9;354;61;45;263;1.264;288;507;1.118;817;223;2.156;878;436;860;902;187;297;583;15;3
2019;07. Chamberí;076. Vallehermoso;15;4;225;46;27;162;798;121;214;651;473;137;1.398;489;386;731;774;137;216;444;13;1
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;;;;;;;
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;77;54;3.597;468;320;3.500;12.743;3.778;4.757;10.206;6.386;1.336;12.982;8.591;4.008;7.913;9.321;1.777;2.333;3.743;89;24
2019;08. Fuencarral-El Pardo;081. El Pardo;4;0;33;1;4;25;158;34;76;70;44;9;97;165;273;107;75;30;28;20;0;0
2019;08. Fuencarral-El Pardo;082. Fuentelarreina;11;1;35;6;1;33;122;17;27;86;108;42;228;71;32;75;58;18;27;109;0;0
2019;08. Fuencarral-El Pardo;083. Peñagrande;14;10;649;54;55;620;2.321;689;878;1.621;914;234;2.055;1.574;767;1.380;1.814;341;448;657;13;4
2019;08. Fuencarral-El Pardo;084. Pilar;5;2;633;46;56;673;2.528;775;1.319;1.601;730;177;1.667;2.030;643;1.259;1.834;334;557;1.266;14;7
2019;08. Fuencarral-El Pardo;085. La Paz;11;6;471;59;34;332;1.452;425;423;1.294;798;151;1.877;806;562;1.118;1.465;238;291;273;14;2
2019;08. Fuencarral-El Pardo;086. Valverde;18;12;1.000;141;104;1.103;3.561;1.169;1.495;3.299;1.871;340;3.429;2.600;870;1.912;2.170;418;577;1.070;26;4
2019;08. Fuencarral-El Pardo;087. Mirasierra;6;12;482;93;34;423;1.579;405;333;1.291;1.168;254;2.357;859;531;1.302;1.281;252;264;289;16;5
2019;08. Fuencarral-El Pardo;088. El Goloso;8;11;294;68;32;291;1.022;264;206;944;753;129;1.272;486;330;760;624;146;141;59;6;2
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;;;;;;;
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;71;33;1.498;182;135;1.416;5.420;1.428;2.178;4.091;2.987;899;6.887;3.489;2.008;4.191;4.035;1.056;1.303;2.444;53;13
2019;09. Moncloa-Aravaca;091. Casa de Campo;8;1;147;17;14;125;529;164;212;534;267;65;660;385;337;602;529;172;118;133;6;2
2019;09. Moncloa-Aravaca;092. Argüelles;12;7;274;34;18;225;1.071;206;505;858;512;192;1.502;665;444;875;772;217;324;520;9;2
2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;6;2;199;29;20;164;647;138;198;516;379;115;974;389;271;643;510;125;171;323;14;1
2019;09. Moncloa-Aravaca;094. Valdezarza;9;3;419;27;43;417;1.442;606;825;961;477;103;1.197;1.123;505;944;1.161;267;337;647;15;6
2019;09. Moncloa-Aravaca;095. Valdemarín;5;4;80;14;8;97;322;57;53;186;295;104;511;160;40;167;234;48;66;156;1;0
2019;09. Moncloa-Aravaca;096. El Plantío;8;1;33;4;2;62;138;25;18;96;86;34;188;75;23;90;90;14;32;77;0;1
2019;09. Moncloa-Aravaca;097. Aravaca;23;15;346;57;30;326;1.271;232;367;940;971;286;1.855;692;387;870;739;213;255;588;8;1
2019;10. Latina;10. Latina;;;;;;;;;;;;;;;;;;;;;;
2019;10. Latina;10. Latina;80;10;3.151;122;411;4.582;12.344;4.867;7.774;6.204;2.689;741;6.369;10.568;4.566;6.209;8.034;1.791;2.441;7.551;65;75
2019;10. Latina;101. Los Cármenes;13;0;247;17;34;381;1.012;397;536;463;190;51;447;815;363;416;606;141;212;426;6;6
2019;10. Latina;102. Puerta del Ángel;14;3;519;21;53;768;2.168;754;1.727;1.111;455;129;1.272;1.903;718;1.177;1.396;414;504;1.484;19;19
2019;10. Latina;103. Lucero;6;1;474;20;50;793;1.915;704;1.228;929;401;130;1.026;1.629;665;942;1.271;243;390;1.208;7;14
2019;10. Latina;104. Aluche;21;5;820;28;111;1.214;3.227;1.307;1.994;1.638;723;206;1.631;2.778;1.123;1.689;2.195;432;604;2.244;18;17
2019;10. Latina;105. Campamento;7;0;211;9;25;361;879;360;663;533;184;56;477;791;332;499;541;136;154;793;2;9
2019;10. Latina;106. Cuatro Vientos;3;0;123;4;15;115;387;146;134;242;179;29;262;264;201;212;250;59;63;44;4;1
2019;10. Latina;107. Águilas;16;1;757;23;123;950;2.756;1.198;1.492;1.288;556;140;1.254;2.388;1.164;1.274;1.775;366;514;1.351;9;9
2019;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;;;;;;;
2019;11. Carabanchel;11. Carabanchel;80;9;3.787;142;417;5.974;14.541;5.931;9.534;5.877;2.598;779;6.200;12.480;4.016;5.843;8.867;1.873;2.983;7.986;60;71
2019;11. Carabanchel;111. Comillas;9;2;280;17;24;398;1.150;435;878;548;231;94;643;1.075;342;597;731;201;288;576;5;5
2019;11. Carabanchel;112. Opañel;12;2;517;18;46;649;1.848;666;1.360;791;335;96;892;1.538;478;825;1.204;268;447;1.112;8;12
2019;11. Carabanchel;113. San Isidro;12;3;520;18;71;903;2.153;851;1.618;877;357;105;956;1.983;535;852;1.288;303;448;1.298;13;15
2019;11. Carabanchel;114. Vista Alegre;8;0;579;17;56;1.144;2.424;979;1.797;866;359;136;980;2.250;656;951;1.535;330;498;1.852;9;12
2019;11. Carabanchel;115. Puerta Bonita;19;1;524;15;54;916;1.959;791;1.408;662;270;87;683;1.788;440;672;1.122;237;394;1.197;5;13
2019;11. Carabanchel;116. Buenavista;14;1;926;42;110;1.151;3.229;1.450;1.295;1.461;720;162;1.408;2.313;1.141;1.382;1.924;321;596;884;11;6
2019;11. Carabanchel;117. Abrantes;6;0;441;15;56;813;1.778;759;1.178;672;326;99;638;1.532;424;564;1.062;213;312;1.066;9;8
2019;12. Usera;12. Usera;;;;;;;;;;;;;;;;;;;;;;
2019;12. Usera;12. Usera;37;3;2.142;65;314;3.495;9.012;3.286;5.656;2.564;978;342;2.615;7.304;1.603;2.491;4.491;964;1.875;4.312;35;39
2019;12. Usera;121. Orcasitas;3;0;426;17;75;600;1.571;727;679;468;175;51;430;1.252;353;493;806;162;275;358;2;3
2019;12. Usera;122. Orcasur;4;0;203;2;63;355;906;313;445;263;86;34;253;831;140;233;424;76;163;296;6;8
2019;12. Usera;123. San Fermín;6;0;339;15;63;528;1.532;637;910;494;208;50;442;1.384;293;452;783;165;271;630;5;5
2019;12. Usera;124. Almendrales;7;1;323;11;29;533;1.350;417;1.057;400;155;50;448;1.052;228;347;720;154;270;753;5;9
2019;12. Usera;125. Moscardó;11;1;356;12;34;638;1.606;505;1.128;507;195;86;586;1.288;303;474;834;221;406;1.017;6;5
2019;12. Usera;126. Zofío;2;0;199;3;21;403;821;323;615;231;86;36;238;733;172;266;488;86;192;522;6;4
2019;12. Usera;127. Pradolongo;4;1;296;5;29;438;1.223;364;822;201;73;35;218;763;114;225;436;100;298;736;5;5
2019;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;;;;;;;
2019;13. Puente de Vallecas;13. Puente de Vallecas;59;3;3.633;96;621;6.045;14.696;6.583;9.461;4.288;1.663;668;4.531;14.026;2.949;4.570;7.862;1.641;2.984;7.111;38;47
2019;13. Puente de Vallecas;131. Entrevías;10;1;497;12;139;1.017;2.117;978;1.122;442;134;90;478;2.225;311;471;1.044;188;378;1.060;6;4
2019;13. Puente de Vallecas;132. San Diego;12;0;516;8;73;1.198;2.432;1.069;2.128;671;260;125;720;2.632;375;645;1.290;297;536;1.680;5;13
2019;13. Puente de Vallecas;133. Palomeras Bajas;13;0;680;20;119;954;2.596;1.265;1.504;835;376;134;923;2.211;830;1.079;1.577;336;570;984;10;4
2019;13. Puente de Vallecas;134. Palomeras Sureste;10;2;799;24;118;1.035;3.085;1.322;1.537;928;358;128;888;2.677;554;888;1.515;329;550;1.000;7;5
2019;13. Puente de Vallecas;135. Portazgo;3;0;435;10;81;699;1.738;724;1.109;440;164;84;479;1.675;303;558;868;167;352;765;3;7
2019;13. Puente de Vallecas;136. Numancia;11;0;706;22;91;1.142;2.728;1.225;2.061;972;371;107;1.043;2.606;574;928;1.568;324;598;1.622;7;14
2019;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;;;;;;;
2019;14. Moratalaz;14. Moratalaz;22;10;1.372;86;145;1.512;4.964;2.167;2.361;2.774;1.429;316;3.200;3.789;1.791;2.762;3.454;689;934;1.882;35;11
2019;14. Moratalaz;141. Pavones;5;1;127;9;18;132;443;207;223;250;113;19;263;374;220;242;302;62;85;123;3;2
2019;14. Moratalaz;142. Horcajo;0;1;121;9;9;93;397;180;143;264;164;28;289;232;192;261;270;61;77;47;3;1
2019;14. Moratalaz;143. Marroquina;7;2;434;39;36;395;1.487;606;541;910;524;98;1.072;959;564;907;1.025;198;267;430;7;2
2019;14. Moratalaz;144. Media Legua;2;2;245;13;23;288;892;364;388;487;253;59;599;680;291;515;647;123;173;319;4;2
2019;14. Moratalaz;145. Fontarrón;4;3;226;4;32;346;869;457;588;418;170;59;431;824;233;383;606;117;162;549;9;2
2019;14. Moratalaz;146. Vinateros;4;1;219;12;27;258;876;353;478;445;205;53;546;719;291;454;604;128;170;414;9;2
2019;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;
2019;15. Ciudad Lineal;15. Ciudad Lineal;50;34;3.142;292;272;3.508;11.427;4.633;6.987;7.227;3.746;949;8.975;9.493;3.247;5.598;6.967;1.615;2.407;5.771;87;24
2019;15. Ciudad Lineal;151. Ventas;6;1;640;24;68;889;2.498;1.178;2.010;1.386;592;164;1.463;2.439;685;1.143;1.577;344;528;1.689;20;6
2019;15. Ciudad Lineal;152. Pueblo Nuevo;10;8;977;39;89;1.209;3.604;1.625;2.503;1.809;764;198;1.854;3.209;836;1.438;2.054;413;770;2.017;21;9
2019;15. Ciudad Lineal;153. Quintana;6;0;351;32;24;355;1.385;550;984;839;347;100;885;1.193;369;603;807;198;302;821;7;3
2019;15. Ciudad Lineal;154. Concepción;6;2;280;26;23;301;1.067;399;582;765;373;110;896;831;331;634;668;187;221;529;11;2
2019;15. Ciudad Lineal;155. San Pascual;5;2;259;29;20;262;898;330;391;698;369;86;894;679;315;524;605;145;199;265;9;2
2019;15. Ciudad Lineal;156. San Juan Bautista;6;5;199;27;16;153;570;172;161;561;382;93;888;338;212;366;381;95;120;115;7;1
2019;15. Ciudad Lineal;157. Colina;2;4;91;15;9;88;303;95;95;271;176;31;438;186;101;215;196;52;73;89;5;0
2019;15. Ciudad Lineal;158. Atalaya;0;0;20;5;2;16;66;17;15;59;47;15;98;43;26;36;37;14;22;17;1;0
2019;15. Ciudad Lineal;159. Costillares;9;12;325;95;21;235;1.036;267;246;839;696;152;1.559;575;372;639;642;167;172;229;6;1
2019;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;
2019;16. Hortaleza;16. Hortaleza;60;55;3.125;443;246;2.920;10.996;4.152;4.153;7.863;4.774;1.101;9.832;7.088;2.768;5.391;5.982;1.420;1.897;2.606;84;19
2019;16. Hortaleza;161. Palomas;6;2;120;20;2;90;451;142;76;260;212;46;452;184;67;175;167;59;56;43;0;1
2019;16. Hortaleza;162. Piovera;2;4;269;42;14;235;836;234;167;544;544;193;1.098;431;189;358;375;104;144;206;6;1
2019;16. Hortaleza;163. Canillas;15;5;649;62;60;552;2.226;927;960;1.487;803;171;1.698;1.466;690;1.212;1.234;286;433;573;18;4
2019;16. Hortaleza;164. Pinar del Rey;17;5;803;67;65;818;3.012;1.288;1.606;1.662;778;208;1.975;2.412;642;1.326;1.715;423;565;1.158;26;6
2019;16. Hortaleza;165. Apóstol Santiago;5;3;217;20;21;255;848;343;435;519;230;46;542;633;281;448;475;127;187;303;6;2
2019;16. Hortaleza;166. Valdefuentes;15;36;1.067;232;84;970;3.623;1.218;909;3.391;2.207;437;4.067;1.962;899;1.872;2.016;421;512;323;28;5
2019;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;
2019;17. Villaverde;17. Villaverde;37;3;2.824;69;398;3.871;8.866;4.172;5.399;2.895;1.205;387;2.805;8.479;1.892;2.676;5.000;854;1.609;4.580;37;44
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;6;1;962;19;143;1.244;2.773;1.219;1.580;766;309;125;787;2.665;511;751;1.525;244;445;1.402;10;16
2019;17. Villaverde;172. San Cristóbal;2;0;211;0;25;490;688;352;771;125;35;27;118;1.024;96;99;374;69;144;676;7;7
2019;17. Villaverde;173. Butarque;8;1;443;13;59;538;1.354;660;642;599;241;64;494;1.163;327;446;692;99;252;420;5;5
2019;17. Villaverde;174. Los Rosales;13;1;674;25;93;955;2.302;1.123;1.384;809;333;93;783;2.079;603;768;1.342;254;420;1.287;6;8
2019;17. Villaverde;175. Ángeles;8;0;534;12;78;644;1.749;818;1.022;596;287;78;623;1.548;355;612;1.067;188;348;795;9;8
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;34;13;2.392;91;427;2.724;7.858;3.407;3.191;3.686;1.814;425;3.606;5.990;1.924;3.045;4.346;823;1.483;1.922;27;26
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;15;0;737;12;221;1.072;2.578;1.116;1.427;700;264;117;740;2.364;439;705;1.281;245;526;955;10;13
2019;18. Villa de Vallecas;182. Santa Eugenia;8;1;465;21;53;542;1.568;637;618;732;395;86;790;1.067;406;716;924;203;284;544;9;5
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;11;12;1.190;58;153;1.110;3.712;1.654;1.146;2.254;1.155;222;2.076;2.559;1.079;1.624;2.141;375;673;423;8;8
2019;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;
2019;19. Vicálvaro;19. Vicálvaro;28;3;1.481;66;183;1.671;4.733;2.421;1.936;2.281;1.028;218;2.238;3.487;1.428;1.871;2.521;495;868;1.475;11;11
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;17;1;604;18;75;981;2.196;1.032;1.181;621;240;69;666;1.945;326;569;970;212;385;1.157;3;9
2019;19. Vicálvaro;192. Valdebernardo;3;0;343;14;46;274;1.079;606;407;640;307;56;634;678;587;637;759;154;222;205;3;2
2019;19. Vicálvaro;193. Valderribas;7;2;483;31;57;369;1.324;683;321;944;450;88;870;768;473;618;738;122;238;93;4;0
2019;19. Vicálvaro;194. El Cañaveral;1;0;51;3;5;47;134;100;27;76;31;5;68;96;42;47;54;7;23;20;1;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;34;12;3.320;171;268;2.998;9.860;5.162;4.755;5.587;2.460;592;5.437;8.141;2.482;3.860;4.985;1.176;1.722;3.101;48;21
2019;20. San Blas-Canillejas;201. Simancas;10;3;555;34;31;556;1.717;775;973;1.022;433;87;966;1.576;320;586;865;196;311;827;7;4
2019;20. San Blas-Canillejas;202. Hellín;1;0;177;2;17;163;557;334;344;149;61;18;162;611;101;176;277;66;102;216;0;3
2019;20. San Blas-Canillejas;203. Amposta;0;0;121;4;7;196;473;247;378;129;51;24;124;601;85;92;248;51;90;258;1;3
2019;20. San Blas-Canillejas;204. Arcos;9;0;489;14;61;500;1.572;750;848;656;298;75;654;1.456;329;507;777;165;308;481;7;2
2019;20. San Blas-Canillejas;205. Rosas;4;1;771;58;60;521;2.003;1.132;619;1.500;739;129;1.323;1.249;847;1.091;1.174;243;367;300;9;6
2019;20. San Blas-Canillejas;206. Rejas;0;0;418;26;29;289;1.209;717;422;861;368;93;803;767;206;437;442;140;155;190;9;1
2019;20. San Blas-Canillejas;207. Canillejas;5;3;581;19;51;608;1.687;943;974;734;276;101;794;1.517;363;613;817;190;290;733;8;1
2019;20. San Blas-Canillejas;208. El Salvador;5;5;208;14;12;165;642;264;197;536;234;65;611;364;231;358;385;125;99;96;7;1
2019;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;
2019;21. Barajas;21. Barajas;14;10;948;117;54;640;2.871;2.464;1.356;1.968;1.034;219;2.177;2.107;605;1.330;1.323;371;437;429;11;5
2019;21. Barajas;211. Alameda de Osuna;5;5;340;45;14;176;988;726;267;893;445;77;921;597;265;602;517;158;155;107;6;0
2019;21. Barajas;212. Aeropuerto;1;0;29;1;5;32;95;74;80;26;11;5;28;130;11;19;27;10;24;73;0;0
2019;21. Barajas;213. Casco Histórico de Barajas;0;0;131;4;9;121;485;556;461;153;61;22;182;517;48;134;163;44;76;121;1;2
2019;21. Barajas;214. Timón;6;2;281;29;17;194;802;750;452;515;277;61;573;646;158;361;418;100;122;96;2;2
2019;21. Barajas;215. Corralejos;2;3;167;38;9;117;501;358;96;381;240;54;473;217;123;214;198;59;60;32;2;1
2020;01. Centro;01. Centro;;;;;;;;;;;;;;;;;;;;;;
2020;01. Centro;01. Centro;46;35;1.547;110;110;1.457;7.601;1.717;5.868;6.584;2.328;927;8.394;4.929;2.161;5.800;4.387;2.451;2.139;1.948;125;42
2020;01. Centro;011. Palacio;5;9;265;15;20;263;1.097;298;732;1.151;388;174;1.368;757;441;981;748;452;395;283;26;6
2020;01. Centro;012. Embajadores;11;9;475;30;52;517;2.757;646;2.171;2.127;553;208;2.340;1.806;682;2.137;1.551;866;676;668;42;15
2020;01. Centro;013. Cortes;7;4;126;11;6;112;552;113;477;477;194;88;700;356;168;421;278;208;150;123;15;1
2020;01. Centro;014. Justicia;9;5;197;21;3;180;1.070;177;664;833;451;177;1.313;579;243;561;515;273;275;293;14;6
2020;01. Centro;015. Universidad;11;4;379;26;25;313;1.748;409;1.395;1.724;636;219;2.288;1.213;531;1.369;1.097;522;546;494;24;12
2020;01. Centro;016. Sol;3;4;105;7;4;72;377;74;429;272;106;61;385;218;96;331;198;130;97;87;4;2
2020;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;;;;;;;
2020;02. Arganzuela;02. Arganzuela;46;63;2.664;278;199;1.975;7.845;2.511;3.529;7.279;3.408;703;8.177;4.906;3.857;6.405;6.820;1.521;1.676;2.061;62;78
2020;02. Arganzuela;021. Imperial;5;0;347;38;30;252;1.095;362;426;1.094;506;97;1.178;677;668;938;942;241;221;191;18;12
2020;02. Arganzuela;022. Acacias;11;6;593;82;47;405;1.778;527;650;1.664;802;149;2.017;939;1.017;1.608;1.687;380;373;296;12;15
2020;02. Arganzuela;023. Chopera;2;1;298;24;25;306;969;341;561;792;272;88;849;803;376;763;828;200;236;464;6;12
2020;02. Arganzuela;024. Legazpi;5;19;481;52;35;307;1.235;356;362;1.188;703;110;1.239;573;558;774;1.015;179;203;127;5;8
2020;02. Arganzuela;025. Delicias;6;19;518;43;31;380;1.489;460;681;1.377;654;126;1.479;917;642;1.142;1.200;263;317;434;7;11
2020;02. Arganzuela;026. Palos de Moguer;17;16;405;38;31;302;1.223;442;828;1.109;454;127;1.367;952;518;1.130;1.094;248;314;542;13;19
2020;02. Arganzuela;027. Atocha;0;2;22;1;0;23;56;23;21;55;17;6;48;45;78;50;54;10;12;7;1;1
2020;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;;;;;;;
2020;03. Retiro;03. Retiro;51;37;1.686;218;126;1.296;5.314;1.573;1.652;4.635;2.997;740;7.112;3.134;2.407;4.423;4.788;912;1.157;1.739;41;46
2020;03. Retiro;031. Pacífico;9;10;488;40;32;360;1.546;483;577;1.364;721;163;1.871;977;743;1.284;1.425;262;351;497;5;17
2020;03. Retiro;032. Adelfas;3;11;332;55;28;236;959;330;258;884;507;81;1.058;542;455;689;849;141;185;165;4;8
2020;03. Retiro;033. Estrella;8;3;341;44;18;263;939;271;196;856;624;123;1.317;509;454;893;994;167;183;245;6;7
2020;03. Retiro;034. Ibiza;9;6;271;40;26;221;955;278;408;804;533;172;1.382;585;344;742;794;176;236;414;14;7
2020;03. Retiro;035. Los Jerónimos;11;5;69;13;7;61;230;63;67;193;193;78;462;150;159;231;152;59;72;152;1;3
2020;03. Retiro;036. Niño Jesús;11;2;185;26;15;155;685;148;146;534;419;123;1.022;371;252;584;574;107;130;266;11;4
2020;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;;;;;;;
2020;04. Salamanca;04. Salamanca;96;33;1.838;266;124;1.452;6.757;1.580;2.182;5.446;4.233;1.245;10.111;3.940;2.234;4.423;4.679;1.081;1.579;3.368;69;54
2020;04. Salamanca;041. Recoletos;18;4;146;24;7;134;650;84;156;423;516;239;1.207;350;158;323;297;100;204;495;1;8
2020;04. Salamanca;042. Goya;14;10;391;58;20;246;1.399;328;499;1.028;847;244;2.062;801;459;902;1.049;233;264;639;11;9
2020;04. Salamanca;043. Fuente del Berro;9;3;291;29;20;270;1.055;287;411;928;489;115;1.279;694;391;705;861;165;234;373;8;11
2020;04. Salamanca;044. Guindalera;14;13;610;81;56;459;1.948;592;654;1.879;1.126;242;2.723;1.213;780;1.561;1.472;324;454;792;28;18
2020;04. Salamanca;045. Lista;7;1;250;42;14;184;1.004;198;313;748;594;182;1.542;530;283;556;659;159;221;453;8;5
2020;04. Salamanca;046. Castellana;34;2;150;32;7;159;701;91;149;440;661;223;1.298;352;163;376;341;100;202;616;13;3
2020;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;;;;;;;
2020;05. Chamartín;05. Chamartín;92;55;1.924;330;121;1.633;6.842;1.657;2.013;5.717;4.889;1.253;11.085;4.000;2.098;4.583;4.376;958;1.393;3.128;75;48
2020;05. Chamartín;051. El Viso;31;7;143;32;8;219;718;116;152;468;733;250;1.600;455;156;415;364;114;169;689;6;12
2020;05. Chamartín;052. Prosperidad;11;10;559;71;32;405;1.779;528;680;1.686;981;206;2.336;1.109;655;1.310;1.276;237;337;666;22;11
2020;05. Chamartín;053. Ciudad Jardín;7;3;275;49;23;215;922;251;404;770;450;103;1.256;634;318;636;610;134;187;378;10;7
2020;05. Chamartín;054. Hispanoamérica;15;13;411;82;29;347;1.488;295;306;1.149;1.134;268;2.508;754;453;944;912;206;317;589;13;6
2020;05. Chamartín;055. Nueva España;24;17;306;52;15;292;1.178;241;254;881;1.059;294;2.167;584;251;694;637;165;222;569;14;5
2020;05. Chamartín;056. Castilla;4;5;230;44;14;155;757;226;217;763;532;132;1.218;464;265;584;577;102;161;237;10;7
2020;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;;;;;;;
2020;06. Tetuán;06. Tetuán;42;28;1.987;173;219;2.487;8.018;2.458;5.865;6.225;2.869;851;7.975;6.159;2.349;4.452;5.202;1.084;1.847;5.896;63;80
2020;06. Tetuán;061. Bellas Vistas;7;6;317;21;31;451;1.299;447;1.428;966;372;124;1.296;1.118;390;871;986;225;393;1.340;9;12
2020;06. Tetuán;062. Cuatro Caminos;10;8;419;69;46;417;1.622;397;928;1.471;912;266;2.372;1.020;617;975;1.082;231;356;1.026;11;10
2020;06. Tetuán;063. Castillejos;5;4;261;26;29;246;965;237;506;898;593;179;1.427;655;315;545;669;124;204;498;8;6
2020;06. Tetuán;064. Almenara;7;1;316;16;30;351;1.237;425;706;835;316;88;881;1.097;318;564;743;138;275;676;8;26
